track_id,source,year,position,audio_path,filename,artist,title,status,cache_path,selected_duration_sec,raw_voiced_coverage,selected_voiced_coverage,skip_reason
billboard_1993_05,billboard,1993,05,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/1993_5_Silk_Freak Me_vocals.mp3,1993_5_Silk_Freak Me_vocals.mp3,Silk,Freak Me,pending,,,,,
billboard_1994_01,billboard,1994,01,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/1994_1_Ace of Base_The Sign_vocals.mp3,1994_1_Ace of Base_The Sign_vocals.mp3,Ace of Base,The Sign,pending,,,,,
billboard_1994_02,billboard,1994,02,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/1994_2_All-4-One_I Swear_vocals.mp3,1994_2_All-4-One_I Swear_vocals.mp3,All-4-One,I Swear,pending,,,,,
billboard_1994_03,billboard,1994,03,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/1994_3_Boyz II Men_I'll Make Love to You_vocals.mp3,1994_3_Boyz II Men_I'll Make Love to You_vocals.mp3,Boyz II Men,I'll Make Love to You,pending,,,,,
billboard_1994_04,billboard,1994,04,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/1994_4_Celine Dion_The Power of Love_vocals.mp3,1994_4_Celine Dion_The Power of Love_vocals.mp3,Celine Dion,The Power of Love,pending,,,,,
billboard_1994_05,billboard,1994,05,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/1994_5_Mariah Carey_Hero_vocals.mp3,1994_5_Mariah Carey_Hero_vocals.mp3,Mariah Carey,Hero,pending,,,,,
billboard_1995_01,billboard,1995,01,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/1995_1_Coolio feat. L.V._Gangsta's Paradise_vocals.mp3,1995_1_Coolio feat. L.V._Gangsta's Paradise_vocals.mp3,Coolio feat. L.V.,Gangsta's Paradise,pending,,,,,
billboard_1995_02,billboard,1995,02,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/1995_2_TLC_Waterfalls_vocals.mp3,1995_2_TLC_Waterfalls_vocals.mp3,TLC,Waterfalls,pending,,,,,
billboard_1995_03,billboard,1995,03,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/1995_3_TLC_Creep_vocals.mp3,1995_3_TLC_Creep_vocals.mp3,TLC,Creep,pending,,,,,
billboard_1995_04,billboard,1995,04,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/1995_4_Seal_Kiss from a Rose_vocals.mp3,1995_4_Seal_Kiss from a Rose_vocals.mp3,Seal,Kiss from a Rose,pending,,,,,
billboard_1995_05,billboard,1995,05,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/1995_5_Boyz II Men_On Bended Knee_vocals.mp3,1995_5_Boyz II Men_On Bended Knee_vocals.mp3,Boyz II Men,On Bended Knee,pending,,,,,
billboard_1996_01,billboard,1996,01,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/1996_1_Los del Rio_Macarena (Bayside Boys Remix)_vocals.mp3,1996_1_Los del Rio_Macarena (Bayside Boys Remix)_vocals.mp3,Los del Rio,Macarena (Bayside Boys Remix),pending,,,,,
billboard_1996_02,billboard,1996,02,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/1996_2_Mariah Carey and Boyz II Men_One Sweet Day_vocals.mp3,1996_2_Mariah Carey and Boyz II Men_One Sweet Day_vocals.mp3,Mariah Carey and Boyz II Men,One Sweet Day,pending,,,,,
billboard_1996_03,billboard,1996,03,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/1996_3_Celine Dion_Because You Loved Me_vocals.mp3,1996_3_Celine Dion_Because You Loved Me_vocals.mp3,Celine Dion,Because You Loved Me,pending,,,,,
billboard_1996_04,billboard,1996,04,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/1996_4_The Tony Rich Project_Nobody Knows_vocals.mp3,1996_4_The Tony Rich Project_Nobody Knows_vocals.mp3,The Tony Rich Project,Nobody Knows,pending,,,,,
billboard_1996_05,billboard,1996,05,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/1996_5_Mariah Carey_Always Be My Baby_vocals.mp3,1996_5_Mariah Carey_Always Be My Baby_vocals.mp3,Mariah Carey,Always Be My Baby,pending,,,,,
billboard_1997_01a,billboard,1997,01a,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/1997_1a_Elton John_Something About The Way You Look Tonight_vocals.mp3,1997_1a_Elton John_Something About The Way You Look Tonight_vocals.mp3,Elton John,Something About The Way You Look Tonight,pending,,,,,
billboard_1997_01b,billboard,1997,01b,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/1997_1b_Elton John_Candle in the Wind_vocals.mp3,1997_1b_Elton John_Candle in the Wind_vocals.mp3,Elton John,Candle in the Wind,pending,,,,,
billboard_1997_02a,billboard,1997,02a,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/1997_2a_Jewel_Foolish Games_vocals.mp3,1997_2a_Jewel_Foolish Games_vocals.mp3,Jewel,Foolish Games,pending,,,,,
billboard_1997_02b,billboard,1997,02b,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/1997_2b_Jewel_You Were Meant for Me_vocals.mp3,1997_2b_Jewel_You Were Meant for Me_vocals.mp3,Jewel,You Were Meant for Me,pending,,,,,
billboard_1997_03,billboard,1997,03,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/1997_3_Diddy feat. Faith Evans and 112_I'll Be Missing You_vocals.mp3,1997_3_Diddy feat. Faith Evans and 112_I'll Be Missing You_vocals.mp3,Diddy feat. Faith Evans and 112,I'll Be Missing You,pending,,,,,
billboard_1997_04,billboard,1997,04,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/1997_4_Toni Braxton_Un-Break My Heart_vocals.mp3,1997_4_Toni Braxton_Un-Break My Heart_vocals.mp3,Toni Braxton,Un-Break My Heart,pending,,,,,
billboard_1997_05,billboard,1997,05,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/1997_5_Diddy feat. Mase_Can't Nobody Hold Me Down_vocals.mp3,1997_5_Diddy feat. Mase_Can't Nobody Hold Me Down_vocals.mp3,Diddy feat. Mase,Can't Nobody Hold Me Down,pending,,,,,
billboard_1998_01,billboard,1998,01,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/1998_1_Next_Too Close_vocals.mp3,1998_1_Next_Too Close_vocals.mp3,Next,Too Close,pending,,,,,
billboard_1998_02,billboard,1998,02,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/1998_2_Brandy and Monica_The Boy Is Mine_vocals.mp3,1998_2_Brandy and Monica_The Boy Is Mine_vocals.mp3,Brandy and Monica,The Boy Is Mine,pending,,,,,
billboard_1998_03,billboard,1998,03,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/1998_3_Shania Twain_You're Still the One_vocals.mp3,1998_3_Shania Twain_You're Still the One_vocals.mp3,Shania Twain,You're Still the One,pending,,,,,
billboard_1998_04,billboard,1998,04,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/1998_4_Savage Garden_Truly Madly Deeply_vocals.mp3,1998_4_Savage Garden_Truly Madly Deeply_vocals.mp3,Savage Garden,Truly Madly Deeply,pending,,,,,
billboard_1998_05,billboard,1998,05,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/1998_5_LeAnn Rimes_How Do I Live_vocals.mp3,1998_5_LeAnn Rimes_How Do I Live_vocals.mp3,LeAnn Rimes,How Do I Live,pending,,,,,
billboard_1999_01,billboard,1999,01,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/1999_1_Cher_Believe_vocals.mp3,1999_1_Cher_Believe_vocals.mp3,Cher,Believe,pending,,,,,
billboard_1999_02,billboard,1999,02,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/1999_2_TLC_No Scrubs_vocals.mp3,1999_2_TLC_No Scrubs_vocals.mp3,TLC,No Scrubs,pending,,,,,
billboard_1999_03,billboard,1999,03,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/1999_3_Monica_Angel of Mine_vocals.mp3,1999_3_Monica_Angel of Mine_vocals.mp3,Monica,Angel of Mine,pending,,,,,
billboard_1999_04,billboard,1999,04,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/1999_4_Whitney Houston feat. Faith Evans and Kelly Price_Heartbreak Hotel_vocals.mp3,1999_4_Whitney Houston feat. Faith Evans and Kelly Price_Heartbreak Hotel_vocals.mp3,Whitney Houston feat. Faith Evans and Kelly Price,Heartbreak Hotel,pending,,,,,
billboard_1999_05,billboard,1999,05,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/1999_5_Britney Spears_...Baby One More Time_vocals.mp3,1999_5_Britney Spears_...Baby One More Time_vocals.mp3,Britney Spears,...Baby One More Time,pending,,,,,
billboard_2000_01,billboard,2000,01,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2000_1_Faith Hill_Breathe_vocals.mp3,2000_1_Faith Hill_Breathe_vocals.mp3,Faith Hill,Breathe,pending,,,,,
billboard_2000_02,billboard,2000,02,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2000_2_Santana feat. Rob Thomas_Smooth_vocals.mp3,2000_2_Santana feat. Rob Thomas_Smooth_vocals.mp3,Santana feat. Rob Thomas,Smooth,pending,,,,,
billboard_2000_03,billboard,2000,03,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2000_3_Santana feat. The Product G&B_Maria Maria_vocals.mp3,2000_3_Santana feat. The Product G&B_Maria Maria_vocals.mp3,Santana feat. The Product G&B,Maria Maria,pending,,,,,
billboard_2000_04,billboard,2000,04,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2000_4_Joe_I Wanna Know_vocals.mp3,2000_4_Joe_I Wanna Know_vocals.mp3,Joe,I Wanna Know,pending,,,,,
billboard_2000_05,billboard,2000,05,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2000_5_Vertical Horizon_Everything You Want_vocals.mp3,2000_5_Vertical Horizon_Everything You Want_vocals.mp3,Vertical Horizon,Everything You Want,pending,,,,,
billboard_2001_01,billboard,2001,01,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2001_1_Lifehouse_Hanging By A Moment_vocals.mp3,2001_1_Lifehouse_Hanging By A Moment_vocals.mp3,Lifehouse,Hanging By A Moment,pending,,,,,
billboard_2001_02,billboard,2001,02,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2001_2_Alicia Keys_Fallin'_vocals.mp3,2001_2_Alicia Keys_Fallin'_vocals.mp3,Alicia Keys,Fallin',pending,,,,,
billboard_2001_03,billboard,2001,03,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2001_3_Janet Jackson_All For You_vocals.mp3,2001_3_Janet Jackson_All For You_vocals.mp3,Janet Jackson,All For You,pending,,,,,
billboard_2001_04,billboard,2001,04,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2001_4_Train_Drops of Jupiter (Tell Me)_vocals.mp3,2001_4_Train_Drops of Jupiter (Tell Me)_vocals.mp3,Train,Drops of Jupiter (Tell Me),pending,,,,,
billboard_2001_05,billboard,2001,05,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2001_5_Jennifer Lopez feat. Ja Rule_I'm Real (Murder Remix)_vocals.mp3,2001_5_Jennifer Lopez feat. Ja Rule_I'm Real (Murder Remix)_vocals.mp3,Jennifer Lopez feat. Ja Rule,I'm Real (Murder Remix),pending,,,,,
billboard_2002_01,billboard,2002,01,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2002_1_Nickelback_How You Remind Me_vocals.mp3,2002_1_Nickelback_How You Remind Me_vocals.mp3,Nickelback,How You Remind Me,pending,,,,,
billboard_2002_02,billboard,2002,02,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2002_2_Ashanti_Foolish_vocals.mp3,2002_2_Ashanti_Foolish_vocals.mp3,Ashanti,Foolish,pending,,,,,
billboard_2002_03,billboard,2002,03,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2002_3_Nelly_Hot in Herre_vocals.mp3,2002_3_Nelly_Hot in Herre_vocals.mp3,Nelly,Hot in Herre,pending,,,,,
billboard_2002_04,billboard,2002,04,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2002_4_Nelly feat. Kelly Rowland_Dilemma_vocals.mp3,2002_4_Nelly feat. Kelly Rowland_Dilemma_vocals.mp3,Nelly feat. Kelly Rowland,Dilemma,pending,,,,,
billboard_2002_05,billboard,2002,05,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2002_5_The Calling_Wherever You Will Go_vocals.mp3,2002_5_The Calling_Wherever You Will Go_vocals.mp3,The Calling,Wherever You Will Go,pending,,,,,
billboard_2003_01,billboard,2003,01,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2003_1_50 Cent_In da Club_vocals.mp3,2003_1_50 Cent_In da Club_vocals.mp3,50 Cent,In da Club,pending,,,,,
billboard_2003_02,billboard,2003,02,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2003_2_R. Kelly_Ignition_vocals.mp3,2003_2_R. Kelly_Ignition_vocals.mp3,R. Kelly,Ignition,pending,,,,,
billboard_2003_03,billboard,2003,03,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2003_3_Sean Paul_Get Busy_vocals.mp3,2003_3_Sean Paul_Get Busy_vocals.mp3,Sean Paul,Get Busy,pending,,,,,
billboard_2003_04,billboard,2003,04,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2003_4_Beyonce featuring Jay-Z_Crazy in Love_vocals.mp3,2003_4_Beyonce featuring Jay-Z_Crazy in Love_vocals.mp3,Beyonce featuring Jay-Z,Crazy in Love,pending,,,,,
billboard_2003_05,billboard,2003,05,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2003_5_3 Doors Down_When I'm Gone_vocals.mp3,2003_5_3 Doors Down_When I'm Gone_vocals.mp3,3 Doors Down,When I'm Gone,pending,,,,,
billboard_2004_01,billboard,2004,01,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2004_1_Usher feat. Lil John & Ludacris_Yeah!_vocals.mp3,2004_1_Usher feat. Lil John & Ludacris_Yeah!_vocals.mp3,Usher feat. Lil John & Ludacris,Yeah!,pending,,,,,
billboard_2004_02,billboard,2004,02,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2004_2_Usher_Burn_vocals.mp3,2004_2_Usher_Burn_vocals.mp3,Usher,Burn,pending,,,,,
billboard_2004_03,billboard,2004,03,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2004_3_Alicia Keys_If I Ain't Got You_vocals.mp3,2004_3_Alicia Keys_If I Ain't Got You_vocals.mp3,Alicia Keys,If I Ain't Got You,pending,,,,,
billboard_2004_04,billboard,2004,04,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2004_4_Maroon 5_This Love_vocals.mp3,2004_4_Maroon 5_This Love_vocals.mp3,Maroon 5,This Love,pending,,,,,
billboard_2004_05,billboard,2004,05,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2004_5_OutKast feat. Sleepy Brown_The Way You Move_vocals.mp3,2004_5_OutKast feat. Sleepy Brown_The Way You Move_vocals.mp3,OutKast feat. Sleepy Brown,The Way You Move,pending,,,,,
billboard_2005_01,billboard,2005,01,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2005_1_Mariah Carey_We Belong Together_vocals.mp3,2005_1_Mariah Carey_We Belong Together_vocals.mp3,Mariah Carey,We Belong Together,pending,,,,,
billboard_2005_02,billboard,2005,02,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2005_2_Gwen Stefani_Hollaback Girl_vocals.mp3,2005_2_Gwen Stefani_Hollaback Girl_vocals.mp3,Gwen Stefani,Hollaback Girl,pending,,,,,
billboard_2005_03,billboard,2005,03,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2005_3_Mario_Let Me Love You_vocals.mp3,2005_3_Mario_Let Me Love You_vocals.mp3,Mario,Let Me Love You,pending,,,,,
billboard_2005_04,billboard,2005,04,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2005_4_Kelly Clarkson_Since U Been Gone_vocals.mp3,2005_4_Kelly Clarkson_Since U Been Gone_vocals.mp3,Kelly Clarkson,Since U Been Gone,pending,,,,,
billboard_2005_05,billboard,2005,05,"/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2005_5_Ciara feat. Missy Elliot_1, 2 Step_vocals.mp3","2005_5_Ciara feat. Missy Elliot_1, 2 Step_vocals.mp3",Ciara feat. Missy Elliot,"1, 2 Step",pending,,,,,
billboard_2006_01,billboard,2006,01,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2006_1_Daniel Powter_Bad Day_vocals.mp3,2006_1_Daniel Powter_Bad Day_vocals.mp3,Daniel Powter,Bad Day,pending,,,,,
billboard_2006_02,billboard,2006,02,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2006_2_Sean Paul_Temperature_vocals.mp3,2006_2_Sean Paul_Temperature_vocals.mp3,Sean Paul,Temperature,pending,,,,,
billboard_2006_03,billboard,2006,03,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2006_3_Nelly Furtado feat. Timbaland_Promiscuous_vocals.mp3,2006_3_Nelly Furtado feat. Timbaland_Promiscuous_vocals.mp3,Nelly Furtado feat. Timbaland,Promiscuous,pending,,,,,
billboard_2006_04,billboard,2006,04,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2006_4_James Blunt_You're Beautiful_vocals.mp3,2006_4_James Blunt_You're Beautiful_vocals.mp3,James Blunt,You're Beautiful,pending,,,,,
billboard_2006_05,billboard,2006,05,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2006_5_Shakira feat. Wyclef Jean_Hips Don't Lie_vocals.mp3,2006_5_Shakira feat. Wyclef Jean_Hips Don't Lie_vocals.mp3,Shakira feat. Wyclef Jean,Hips Don't Lie,pending,,,,,
billboard_2007_01,billboard,2007,01,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2007_1_Beyonce_Irreplaceable_vocals.mp3,2007_1_Beyonce_Irreplaceable_vocals.mp3,Beyonce,Irreplaceable,pending,,,,,
billboard_2007_02,billboard,2007,02,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2007_2_Rihanna feat. Jay-Z_Umbrella_vocals.mp3,2007_2_Rihanna feat. Jay-Z_Umbrella_vocals.mp3,Rihanna feat. Jay-Z,Umbrella,pending,,,,,
billboard_2007_03,billboard,2007,03,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2007_3_Gwen Stefani feat. Akon_The Sweet Escape_vocals.mp3,2007_3_Gwen Stefani feat. Akon_The Sweet Escape_vocals.mp3,Gwen Stefani feat. Akon,The Sweet Escape,pending,,,,,
billboard_2007_04,billboard,2007,04,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2007_4_Fergie_Big Girls Don't Cry (Personal)_vocals.mp3,2007_4_Fergie_Big Girls Don't Cry (Personal)_vocals.mp3,Fergie,Big Girls Don't Cry (Personal),pending,,,,,
billboard_2007_05,billboard,2007,05,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2007_5_T-Pain feat. Yung Joc_Buy U a Drank (Shawty Snappin')_vocals.mp3,2007_5_T-Pain feat. Yung Joc_Buy U a Drank (Shawty Snappin')_vocals.mp3,T-Pain feat. Yung Joc,Buy U a Drank (Shawty Snappin'),pending,,,,,
billboard_2008_01,billboard,2008,01,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2008_1_Flo Rida feat. T-Pain_Low_vocals.mp3,2008_1_Flo Rida feat. T-Pain_Low_vocals.mp3,Flo Rida feat. T-Pain,Low,pending,,,,,
billboard_2008_02,billboard,2008,02,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2008_2_Leona Lewis_Bleeding Love_vocals.mp3,2008_2_Leona Lewis_Bleeding Love_vocals.mp3,Leona Lewis,Bleeding Love,pending,,,,,
billboard_2008_03,billboard,2008,03,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2008_3_Alicia Keys_No One_vocals.mp3,2008_3_Alicia Keys_No One_vocals.mp3,Alicia Keys,No One,pending,,,,,
billboard_2008_04,billboard,2008,04,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2008_4_Lil Wayne feat. Static Major_Lollipop_vocals.mp3,2008_4_Lil Wayne feat. Static Major_Lollipop_vocals.mp3,Lil Wayne feat. Static Major,Lollipop,pending,,,,,
billboard_2008_05,billboard,2008,05,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2008_5_Timbaland feat. OneRepublic_Apologize_vocals.mp3,2008_5_Timbaland feat. OneRepublic_Apologize_vocals.mp3,Timbaland feat. OneRepublic,Apologize,pending,,,,,
billboard_2009_01,billboard,2009,01,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2009_1_The Black Eyed Peas_Boom Boom Pow_vocals.mp3,2009_1_The Black Eyed Peas_Boom Boom Pow_vocals.mp3,The Black Eyed Peas,Boom Boom Pow,pending,,,,,
billboard_2009_02,billboard,2009,02,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2009_2_Lady Gaga_Poker Face_vocals.mp3,2009_2_Lady Gaga_Poker Face_vocals.mp3,Lady Gaga,Poker Face,pending,,,,,
billboard_2009_03,billboard,2009,03,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2009_3_Lady Gaga feat. Colby O'Donis_Just Dance_vocals.mp3,2009_3_Lady Gaga feat. Colby O'Donis_Just Dance_vocals.mp3,Lady Gaga feat. Colby O'Donis,Just Dance,pending,,,,,
billboard_2009_04,billboard,2009,04,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2009_4_The Black Eyed Peas_I Gotta Feeling_vocals.mp3,2009_4_The Black Eyed Peas_I Gotta Feeling_vocals.mp3,The Black Eyed Peas,I Gotta Feeling,pending,,,,,
billboard_2009_05,billboard,2009,05,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2009_5_Taylor Swift_Love Story_vocals.mp3,2009_5_Taylor Swift_Love Story_vocals.mp3,Taylor Swift,Love Story,pending,,,,,
billboard_2010_01,billboard,2010,01,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2010_1_Kesha_Tik Tok_vocals.mp3,2010_1_Kesha_Tik Tok_vocals.mp3,Kesha,Tik Tok,pending,,,,,
billboard_2010_02,billboard,2010,02,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2010_2_Lady Antebellum_Need You Now_vocals.mp3,2010_2_Lady Antebellum_Need You Now_vocals.mp3,Lady Antebellum,Need You Now,pending,,,,,
billboard_2010_03,billboard,2010,03,"/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2010_3_Train_Hey, Soul Sister_vocals.mp3","2010_3_Train_Hey, Soul Sister_vocals.mp3",Train,"Hey, Soul Sister",pending,,,,,
billboard_2010_04,billboard,2010,04,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2010_4_Katy Perry feat. Snoop Dogg_California Gurls_vocals.mp3,2010_4_Katy Perry feat. Snoop Dogg_California Gurls_vocals.mp3,Katy Perry feat. Snoop Dogg,California Gurls,pending,,,,,
billboard_2010_05,billboard,2010,05,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2010_5_Usher feat. will.i.am_OMG_vocals.mp3,2010_5_Usher feat. will.i.am_OMG_vocals.mp3,Usher feat. will.i.am,OMG,pending,,,,,
billboard_2011_01,billboard,2011,01,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2011_1_Adele_Rolling in the Deep_vocals.mp3,2011_1_Adele_Rolling in the Deep_vocals.mp3,Adele,Rolling in the Deep,pending,,,,,
billboard_2011_02,billboard,2011,02,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2011_2_LMFAO feat. Lauren Bennett and GoonRock_Party Rock Anthem_vocals.mp3,2011_2_LMFAO feat. Lauren Bennett and GoonRock_Party Rock Anthem_vocals.mp3,LMFAO feat. Lauren Bennett and GoonRock,Party Rock Anthem,pending,,,,,
billboard_2011_03,billboard,2011,03,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2011_3_Katy Perry_Firework_vocals.mp3,2011_3_Katy Perry_Firework_vocals.mp3,Katy Perry,Firework,pending,,,,,
billboard_2011_04,billboard,2011,04,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2011_4_Katy Perry feat. Kanye West_E.T._vocals.mp3,2011_4_Katy Perry feat. Kanye West_E.T._vocals.mp3,Katy Perry feat. Kanye West,E.T.,pending,,,,,
billboard_2011_05,billboard,2011,05,"/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2011_5_Pitbull feat. Ne-Yo, Afrojack and Nayer_Give Me Everything_vocals.mp3","2011_5_Pitbull feat. Ne-Yo, Afrojack and Nayer_Give Me Everything_vocals.mp3","Pitbull feat. Ne-Yo, Afrojack and Nayer",Give Me Everything,pending,,,,,
billboard_2012_01,billboard,2012,01,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2012_1_Gotye feat. Kimbra_Somebody That I Used to Know_vocals.mp3,2012_1_Gotye feat. Kimbra_Somebody That I Used to Know_vocals.mp3,Gotye feat. Kimbra,Somebody That I Used to Know,pending,,,,,
billboard_2012_02,billboard,2012,02,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2012_2_Carly Rae Jepsen_Call Me Maybe_vocals.mp3,2012_2_Carly Rae Jepsen_Call Me Maybe_vocals.mp3,Carly Rae Jepsen,Call Me Maybe,pending,,,,,
billboard_2012_03,billboard,2012,03,/home/data/kevinzhang/research/fractal_analysis/audio_data/billboard/vocals/full_duration/2012_3_Fun feat. Janelle Monae_We Are Young_vocals.mp3,2012_3_Fun feat. Janelle Monae_We Are Young_vocals.mp3,Fun feat. Janelle Monae,We Are Young,pending,,,,,
