year,position,artist,title,alpha,f_alpha,alpha_width,alpha_peak,spectrum_skew,truncation,H_q
1959,1,Johnny Horton,The Battle of New Orleans,"[0.9807483667808833, 0.9815681876889701, 0.9833877178862953, 0.985610838523813, 0.9883360515537538, 0.9916854613106606, 0.995807724379357, 1.0008784949697165, 1.0070965002516943, 1.0146751139110208, 1.0238349490196643, 1.0348119077343656, 1.0478995962060302, 1.0635332372206185, 1.0823943827322418, 1.1054919224962583, 1.134171216421237, 1.170012714638966, 1.2146152897370364, 1.2694390579576962, 1.3382771787410441, 1.6527118504614153, 1.962803801717, 2.088297359910987, 2.3042334475996475, 2.500046991603548, 2.6001828566833636, 2.6161952043084304, 2.6170490968461206, 2.6188742005136634, 2.6209535399546207, 2.6233287422701457, 2.6260452654865825, 2.6291487339519928, 2.6326765177303275, 2.6366400149303018, 2.639213322081735, 2.6409884883300188, 2.6455346199099616, 2.649794673244924, 2.6512994146271303, 2.652621518298478]","[0.11876782566701571, 0.1265661221097929, 0.14338618530910985, 0.16285170747779354, 0.18538313496184244, 0.21144052662707402, 0.2414992693448026, 0.2760017366439751, 0.3152803618252582, 0.359463750492246, 0.4084076493288382, 0.46171702441373963, 0.5188971217744562, 0.5795635356772668, 0.643523167847408, 0.7105367356964223, 0.7797138171783913, 0.8486739846473659, 0.9127836609466626, 0.9649396749762613, 0.9964317004312131, 0.9386176483005739, 0.8462265340784365, 0.7099445404406945, 0.3857306100778102, 0.01677323934840036, -0.21724239575274495, -0.1314270144567935, -0.13954940688848083, -0.1564363875651793, -0.17466060773425696, -0.19431864018170586, -0.21547629084472675, -0.23813470155715066, -0.2621732870502811, -0.28725498437936103, -0.3267923303826148, -0.31266824134120696, -0.3370551302749085, -0.357912641268765, -0.36617569028030417, -0.37059598050530695]",1.6718731515175946,1.3382771787410441,0.572301509076063,left,"[2.5030525028627513, 2.497250313045024, 2.490728546756441, 2.483350440191465, 2.474943699096055, 2.4652887237942154, 2.454102103731844, 2.4410131667338035, 2.4255301974920864, 2.4069911061778906, 2.3844905230467655, 2.356771419076401, 2.3220660171177863, 2.277878059283847, 2.2207634332687567, 2.1464834182664316, 2.0521325784178193, 1.944447090645222, 1.8504518830723564, 1.7526467316241967, 1.401044208493769, 1.3529072069730708, 1.3173548354901392, 1.286132687760773, 1.2586465236312232, 1.2345238108177476, 1.2133827755548645, 1.1948216913342131, 1.1784525374688324, 1.1639302903663085, 1.1509677077292955, 1.1393363127221292, 1.128857662736316, 1.1193905209123518, 1.1108189719978536, 1.1030440345754366, 1.0959788110148219, 1.0895460256948581, 1.0836767813621286, 1.0783097892439344, 1.0733907235697355, 1.0688715842141818]"
1959,2,Bobby Darin,Mack the Knife,"[0.9603401495236297, 0.9604312907243212, 0.9606455284512134, 0.9609470808762364, 0.9613997269179397, 0.9621118233153281, 0.9632628148383013, 0.9651411970329011, 0.9681938922338436, 0.9730799796063816, 0.9807077678862859, 0.9922160452493055, 1.0088544790832104, 1.0317531227766166, 1.0616541632427519, 1.0987581650805405, 1.1428143831189765, 1.1934001494879054, 1.250171481137658, 1.3131179741193366, 1.3836609043752888, 1.4696538348571841, 1.5950981242181477, 1.7645452839515368, 1.9394917260336453, 2.08748909319559, 2.1943688196177207, 2.2580391241617384, 2.2913306013907437, 2.29808171651922, 2.298750371854719, 2.30014517374235, 2.301663699734543, 2.303324338094984, 2.3051445267788555, 2.3069538142886277, 2.307130921117135, 2.309256493429369, 2.3114119727130693, 2.3130409614546523, 2.3133091959095053, 2.3142984938184883]","[0.06569941381988542, 0.06656636670451199, 0.06854419067924233, 0.07117846578368336, 0.07490876606998942, 0.08042666085165173, 0.08878143321146581, 0.10149911364832587, 0.12068154630096739, 0.149011986817551, 0.1895439214696113, 0.24513306007003166, 0.3174773848354171, 0.40601352305668836, 0.5072311577250908, 0.614954895546374, 0.721586764124404, 0.8195204474988862, 0.9018620215802879, 0.9625055207899357, 0.9958316301569596, 0.9931484135426114, 0.9250170112298877, 0.7559093676821487, 0.502342237138445, 0.2176877786899425, -0.03708668012424976, -0.21880770835186159, -0.3297075358362651, -0.30096828419962307, -0.307328664220222, -0.3202420741015253, -0.3335593186944621, -0.34731195888340594, -0.3614979020640803, -0.3891452262155415, -0.37601236434142216, -0.3905146525316425, -0.4041900665724718, -0.41507436257351493, -0.4153522315994316, -0.4208256363284608]",1.3539583442948586,1.3836609043752888,0.3746916119902867,left,"[2.167984888099258, 2.161313255872593, 2.1538480790446135, 2.145446750973192, 2.1359310341125, 2.1250754494090898, 2.112591242020589, 2.098104268415305, 2.081124801795184, 2.0610072763635197, 2.036899202916265, 2.007682809530894, 1.971924671495468, 1.9278772082621647, 1.873645923835382, 1.8078183297532275, 1.7311024145987863, 1.6480064649290203, 1.5643909654508987, 1.4926213728989943, 1.4415623303818912, 1.4007512207317543, 1.364360429039758, 1.330644623441822, 1.2991096016671293, 1.2696470794623036, 1.2422749767405283, 1.2170658750371464, 1.1941094264744552, 1.1734628745052569, 1.155108384918404, 1.1389396689326952, 1.1247778428258617, 1.1124021186404849, 1.101580220515933, 1.0920902673842665, 1.0837328133317226, 1.0763353044668198, 1.0697518891701479, 1.0638609019164864, 1.058561493198975, 1.0537702081416411]"
1959,3,Lloyd Price,Personality,"[1.0336100609398, 1.0344076989740403, 1.0362210166475012, 1.038531973858608, 1.0414814553319605, 1.0452509474979874, 1.0500743844759137, 1.0562540102873255, 1.064179312819558, 1.0743376284083128, 1.0872789816002189, 1.103475381734878, 1.1230863929629007, 1.1458542825724218, 1.171388790509561, 1.1996635423518933, 1.2312297481253907, 1.2670123228390464, 1.307982396189183, 1.3550684862293263, 1.4099504434524603, 1.4795378791659302, 1.5874118592522086, 1.7482815464172672, 1.939593028442259, 2.1177794988130927, 2.2412400269151664, 2.3032252687049932, 2.3036090004899066, 2.304134948513559, 2.306071593577823, 2.308258800172624, 2.3107303283284817, 2.3135225491043543, 2.3166705498432196, 2.3201976890136615, 2.324090666162187, 2.3282430529574842, 2.328584664104931, 2.33232897021779, 2.335516844657965, 2.3358124735967265]","[-0.05478820890776781, -0.047200920289384385, -0.030447742243888243, -0.010224605251893948, 0.01414696639796098, 0.04345493345888318, 0.0786037746513184, 0.12061991961103757, 0.1706383385139416, 0.22979660910168143, 0.29886426698928226, 0.37745093250957407, 0.4631353874049493, 0.5516283855523199, 0.6385019060743806, 0.7209064073383571, 0.7974452294675038, 0.8666884284369085, 0.9259558487781341, 0.9710905707713928, 0.9967637530278561, 0.9942755551508908, 0.934804117772889, 0.7717822829773398, 0.4904652310240829, 0.14733456505966647, -0.14499113524875806, -0.20715963636175871, -0.32143163235259653, -0.2158126881993354, -0.23373347527126143, -0.2529057097418601, -0.2733644687227148, -0.29511603401187614, -0.31810478751073745, -0.3421454926720653, -0.36679051059755885, -0.3910760485993876, -0.40369690684570614, -0.4130378111704509, -0.42877012453850405, -0.43059172707353177]",1.3022024126569265,1.4099504434524603,0.42199403279433223,left,"[2.1825093050688174, 2.176318742831065, 2.1693605868585752, 2.1614898456028633, 2.152524439790205, 2.1422330091221387, 2.130317804022736, 2.1163904104967926, 2.0999370224241876, 2.080268626902811, 2.056450159465464, 2.0272032914680773, 1.9907874100084044, 1.9449075095671045, 1.8868497933633184, 1.814470603776993, 1.7293430228958293, 1.641151235184936, 1.5611430184586859, 1.4983108202084907, 1.4560676552845828, 1.4232190560382496, 1.3945780395084229, 1.368698600191113, 1.3450948147545714, 1.3235046991457502, 1.3036893359803239, 1.2853997278245641, 1.2684091905214543, 1.2525655054122953, 1.237814917351233, 1.2241673866165972, 1.2116347546119262, 1.2001946253032716, 1.1897895039760198, 1.1803407473700376, 1.1717617466211674, 1.163966226173426, 1.1568725704738299, 1.150405766463716, 1.144498052132668, 1.1390888818305769]"
1959,4,Frankie Avalon,Venus,"[1.1019235935180536, 1.1030390445381266, 1.105455280215909, 1.108270032727576, 1.1115429529572718, 1.11534247557986, 1.1197479633416711, 1.1248528169509695, 1.1307690713062286, 1.1376342681977867, 1.145621549864099, 1.1549534192422435, 1.1659174752189247, 1.1788776204372335, 1.1942672380979313, 1.2125466840877406, 1.2341183921999215, 1.2592348057078964, 1.2880135002644475, 1.3207911662791605, 1.3607311536371232, 1.631120000853074, 1.9110640090543227, 1.9612444168441603, 2.059062205594353, 2.200870798846783, 2.297177498247712, 2.346369051703403, 2.3582371196202114, 2.3585789467711864, 2.3593233543768295, 2.3602027362355935, 2.361246652468232, 2.3624895187834047, 2.363968402025271, 2.365716032066707, 2.366754253737727, 2.367742639265941, 2.369992028448538, 2.3722385454840462, 2.3732483449088613, 2.3738494975332016]","[0.2556686328515152, 0.2662790206034291, 0.28862819672979434, 0.3132911009307122, 0.3403726383179979, 0.36995876174524867, 0.4021149289614012, 0.436885875907981, 0.4742971517787504, 0.5143586554440374, 0.5570685755059479, 0.6024106058123131, 0.6503266751509784, 0.7006348111370899, 0.7528602113217882, 0.805980706453767, 0.8581719603162168, 0.9067377025000627, 0.9484015199148823, 0.9798557171195743, 0.9981157436786721, 0.9431315987922442, 0.85922716382799, 0.8136569531457996, 0.655503811481442, 0.3830798109451079, 0.1550077514382151, 0.015701642766489776, 0.02677672130821307, 0.02352519475016024, 0.016640625064610504, 0.00893732604848907, 0.0003024873935508765, -0.009371435881437407, -0.02016146441494726, -0.032062019202570013, -0.05154959454408825, -0.044880111044824034, -0.05802649373404556, -0.07010244941326604, -0.07586108317387286, -0.07809429391713252]",1.271925904015148,1.3607311536371232,0.5930461683309073,left,"[2.260914791751033, 2.255923903142357, 2.250356504721827, 2.2441068230012737, 2.2370418099928853, 2.2289920062958597, 2.2197386777459163, 2.2089955032248354, 2.1963823010545895, 2.181387305652469, 2.16331378155098, 2.141208097266873, 2.113775966025751, 2.0793306978956765, 2.0359364928836037, 1.9822258419655925, 1.9198293793884433, 1.8572858666049117, 1.8084431184237157, 1.7186744662859097, 1.3979595559012754, 1.3684566045545679, 1.3483216862157423, 1.330324253934244, 1.3138598656721452, 1.2987289436114227, 1.2848629662277002, 1.2722113252964444, 1.2607041053930959, 1.2502504535648653, 1.2407490253564286, 1.232098637503414, 1.224205116575154, 1.2169843384145136, 1.210362739498276, 1.2042765423505766, 1.1986705103167787, 1.193496655469278, 1.1887130751899784, 1.1842829665242292, 1.1801738141669968, 1.176356730232902]"
1959,5,Paul Anka,Lonely Boy,"[1.0024411782172065, 1.0028495295386393, 1.0037969253393193, 1.0050508944169747, 1.0067188576351973, 1.0089490032797397, 1.0119457572373078, 1.0159893480865372, 1.0214580246244065, 1.0288481371206812, 1.0387816245656036, 1.0519827548055698, 1.069199004892744, 1.0910445979084287, 1.1177825025852857, 1.1491470036979377, 1.184379086817806, 1.2225657800818088, 1.2631827823163162, 1.3068133372865143, 1.3593541208318352, 1.6529613953873092, 2.035975122643902, 2.2729118802242128, 2.4932084295143944, 2.6423350070280347, 2.69405586671623, 2.6947301285673215, 2.6961866134967867, 2.6978821049462325, 2.699866878983769, 2.702198589860028, 2.7049389057319235, 2.705682189709203, 2.708145561619079, 2.7118568708121074, 2.716064119102708, 2.7206629940851954, 2.725361119849118, 2.726979163983388, 2.7294717512198567, 2.7313731387671183]","[0.0727926322713337, 0.07667694971910954, 0.08542581490643286, 0.09639337751044152, 0.11016719102218708, 0.12749416473449493, 0.14931369615374646, 0.17678107342078864, 0.21126029324505957, 0.25425103779561553, 0.3072007929402396, 0.3711514489645351, 0.44620078965274157, 0.5308569725966299, 0.6215587999126879, 0.7128272365946868, 0.7983459371183708, 0.8725491310255582, 0.9317033153009471, 0.9738200287212033, 0.9977261344220008, 0.9406529741066906, 0.7890837180282679, 0.5582877265071464, 0.23959929905944133, -0.037717625705943725, -0.025407299469311084, -0.03182100976018276, -0.045293806368082556, -0.0601490860967111, -0.07656959340911129, -0.09472228816446915, -0.11471974443387367, -0.1849629087669813, -0.13655875181860821, -0.16003090310539392, -0.18460071740289585, -0.20924006942179751, -0.23217108669844855, -0.2442994085583603, -0.25034772170105235, -0.25817664993087597]",1.7289319605499118,1.3593541208318352,0.5871289897364066,left,"[2.591515136769299, 2.5862566377976615, 2.580356759277621, 2.5736932120034752, 2.56611126283294, 2.5574127388447274, 2.5473405970361, 2.535557010416994, 2.521611802702823, 2.504896165130887, 2.4845732662457016, 2.459471569561558, 2.4279173006919557, 2.387471521119345, 2.3345462735919047, 2.26401419644151, 2.169596977539771, 2.047830876106353, 1.9107078159600723, 1.747722870615868, 1.409638589224741, 1.3686769697016323, 1.3425926313675365, 1.3191860637695396, 1.297215574766839, 1.2762437154638815, 1.2561841246035543, 1.2371370349205149, 1.219277025398683, 1.2027623438588475, 1.1876816526605911, 1.1740424221344141, 1.1617859956005934, 1.1508113365322168, 1.140996666567084, 1.1322152001948815, 1.1243449363309839, 1.1172738429930467, 1.1109019559086089, 1.105141632336174, 1.0999168245681687, 1.095161914990073]"
1960,1,Percy Faith,"The Theme from ""A Summer Place""","[0.8557867640100496, 0.8560417702866181, 0.8567143067689201, 0.8569036834769637, 0.8580350209024322, 0.8592431920772097, 0.8597843025157366, 0.8604227656367425, 0.8615201446496292, 0.8620439893157099, 0.8665523564459919, 0.8794158643751432, 0.9017123138884702, 0.9371629084350821, 0.9879747892496967, 1.0521146766569696, 1.1228823837749848, 1.192884023814122, 1.258565304423897, 1.320874822998065, 1.3860055352035945, 1.7000640914109069, 1.9305648118743797, 1.9470851916551195, 1.9775127366163427, 2.037071868503167, 2.089204156597622, 2.130099901036978, 2.1593529664914213, 2.1786490711536537, 2.190566751897351, 2.1975627843942735, 2.2014926048812877, 2.203592742094026, 2.2046351784929854, 2.2047111410569467, 2.2047821996992134, 2.2049264720237955, 2.205066772974098, 2.20508453271431, 2.205178303562728, 2.2052134317610164]","[-0.21301540187010914, -0.21117379579176632, -0.20732175019389398, -0.20481918763399598, -0.19597145004530958, -0.18595151658357612, -0.18968526609784497, -0.1756022133452193, -0.165443502904008, -0.16046059022665382, -0.15393662185102208, -0.09210675608571162, 0.004398331377938991, 0.14091555097584907, 0.3124994430565713, 0.49889530065858745, 0.671213565094789, 0.8082748759200826, 0.904974824460913, 0.9660059783568941, 0.9968475817966151, 0.9370629491884273, 0.8969607049590369, 0.8927000831319014, 0.8246331724364118, 0.7089675804002002, 0.5830797353030519, 0.46486141684856186, 0.36633603514462454, 0.2920995558325359, 0.2405122536656652, 0.20685144483784867, 0.18604628082594843, 0.17391738129010648, 0.16740019822475638, 0.16793008878403626, 0.16725416511369318, 0.16591753260294695, 0.16468412757240003, 0.16438270265781618, 0.16375371685026252, 0.16346643373118397]",1.3494266677509668,1.3860055352035945,0.21415696923014213,left,"[2.12150414993535, 2.1172371247496273, 2.112501117528446, 2.107215485061151, 2.101281038080488, 2.094575121383528, 2.086945535503863, 2.07820335674193, 2.068115192625603, 2.0563965071154784, 2.0427099712435677, 2.0266772908462576, 2.0079201405015006, 1.9861514827642852, 1.9613254248122938, 1.933806603392396, 1.9044904329077024, 1.8747978804719556, 1.8460725899407902, 1.800441971935385, 1.4420221830834588, 1.3989304498374724, 1.367333319243643, 1.3364859483659484, 1.3051801679180737, 1.2726628707873588, 1.238890064593314, 1.204801887978009, 1.1719793245016834, 1.1418280104384966, 1.1150810064778494, 1.0918447445216677, 1.0718586325592654, 1.0547150738007187, 1.039985399108844, 1.027276686243385, 1.0162507373253309, 1.006625413180789, 0.9981689411627143, 0.9906922000885101, 0.9840411282882556, 0.9780900483383754]"
1960,2,Jim Reeves,He'll Have to Go,"[0.9959029273609997, 0.9964074262268909, 0.9976480970042052, 0.9994396821408031, 1.0019850893497322, 1.0055468086215975, 1.0104508207368779, 1.017077303915861, 1.0258272521249119, 1.0370561890739287, 1.050982321680353, 1.0676099400402088, 1.086734994095301, 1.1080703437563546, 1.1314419558193516, 1.1569498798471674, 1.1850259265892475, 1.2164076773637327, 1.2521116917529707, 1.2935451959775401, 1.3443847834912588, 1.6177968748679032, 1.9132286131038845, 1.945337021920359, 1.9594292386047265, 2.028437488416317, 2.096503203198654, 2.1506001051505725, 2.187228420605257, 2.209413740315142, 2.221964285497144, 2.2287044303663355, 2.2292580704423965, 2.229659720715746, 2.230482604792988, 2.2313325555506625, 2.232073622844447, 2.2321758815604573, 2.232953922556238, 2.233510455203005, 2.233567000832734, 2.233847106609628]","[-0.003787478045802928, 0.0010114136053562817, 0.012453807871798617, 0.028106935580035852, 0.04910919517637957, 0.07676609405329327, 0.11246360671654987, 0.157483026103594, 0.21268719633039979, 0.27809623377963444, 0.352485295954871, 0.433273257873541, 0.5169501507093948, 0.5999577144497765, 0.679518907064729, 0.7538995059743954, 0.822028037074567, 0.8828040839217799, 0.9344562880298246, 0.9740793554823592, 0.9973848511119161, 0.9445931777176083, 0.8479011624945259, 0.8333800600789889, 0.8003473226798961, 0.6647129059994397, 0.49991302724408104, 0.3437735990687161, 0.22076896546570168, 0.13564712687873204, 0.08144209861050378, 0.04908558776969585, 0.059495310370113685, 0.055674734599229225, 0.04805278059809481, 0.04059162349409107, 0.03130693287606867, 0.033594747340238484, 0.027509750027746804, 0.023067575329626777, 0.02299605883312772, 0.021029681113713394]",1.2379441792486285,1.3443847834912588,0.43699907964869533,left,"[2.135207601479408, 2.130384500506947, 2.124996561561966, 2.1189447171599705, 2.112107350169396, 2.104334244334101, 2.0954388574263834, 2.0851886507787474, 2.073293537557064, 2.0593935543571376, 2.043049711788038, 2.023749159407832, 2.000952165032954, 1.9742386044992155, 1.9436363940876293, 1.9101071497169027, 1.875695590038284, 1.842489813317237, 1.8087086711851297, 1.7053602018464036, 1.3906289035100974, 1.3551068939324027, 1.328970076818316, 1.3058575355685145, 1.2850509996381185, 1.2661020430330558, 1.2486782458021655, 1.2325167620527833, 1.2174152351400824, 1.2032352518653882, 1.1899036054464447, 1.177401859136783, 1.1657433821827765, 1.1549465519267264, 1.1450150666186485, 1.1359301039252276, 1.1276519381177748, 1.1201260681308487, 1.1132900125442846, 1.10707889126706, 1.1014293032581226, 1.0962816751655802]"
1960,3,The Everly Brothers,Cathy's Clown,"[1.0663779580236994, 1.0675456199578912, 1.0701014525294714, 1.0731452873727225, 1.0767799388342056, 1.0811263713621586, 1.0863240231321976, 1.0925297177133038, 1.0999146741188743, 1.1086587502304184, 1.1189399061146519, 1.1309146976985494, 1.144683123998836, 1.1602307736375328, 1.1773475525198613, 1.1955433998692597, 1.2140303461224977, 1.231923067090953, 1.2488775620809176, 1.2663648920876716, 1.293487885691008, 1.5878111495600287, 1.9690737844810386, 2.2450663943126963, 2.5270325148151502, 2.6786375781306098, 2.7132367041769516, 2.7140995762621714, 2.7159106462355567, 2.7178977325953118, 2.720070866510133, 2.7224383715321285, 2.725006088466265, 2.7277761012877693, 2.730744317315264, 2.730898440952193, 2.733895247812622, 2.7371893095106468, 2.7405282480563926, 2.743650767611239, 2.7444133160638784, 2.7457859008761063]","[0.21817578476613697, 0.22928281292064412, 0.25291723463207205, 0.2795783470195268, 0.30964049985871434, 0.3434691298289092, 0.381387859554712, 0.42363521728282905, 0.47031201882089313, 0.5213199913111017, 0.5762891350056503, 0.6344877048309607, 0.6947120302170475, 0.7551742522177678, 0.8134506081019541, 0.8666147410173575, 0.911725859765693, 0.9467624131063341, 0.9716787777329905, 0.9885047191917035, 0.9996201542298477, 0.9365646501529221, 0.792433656450821, 0.5069974101335846, 0.10908227278932525, -0.16965531483017315, -0.1212865808254584, -0.12949438846535344, -0.1462591038764991, -0.16368457177107842, -0.18168242448627225, -0.20013636267366408, -0.21889985297793402, -0.2377923556343653, -0.256591504809883, -0.28996771117302433, -0.2750150956786559, -0.2926765189787819, -0.30896710822103657, -0.32272543163562695, -0.32722632503655014, -0.33124878395642376]",1.679407942852407,1.293487885691008,0.7295357228314979,left,"[2.6011080460944056, 2.595357858500429, 2.5888927455357282, 2.5815803970449855, 2.5732557774072933, 2.5637106590494825, 2.5526788678728334, 2.539815039876625, 2.524663310526443, 2.506609948148166, 2.484809608186218, 2.458066924703432, 2.4246405164520586, 2.3819112332613503, 2.3258265520138894, 2.2500922940604293, 2.145794601374642, 2.0052092745917545, 1.8408042706222356, 1.6853997816304942, 1.32772621518701, 1.2950452533486319, 1.2820751091923435, 1.2721009643398655, 1.2631050822715286, 1.2542441211181266, 1.245259723671881, 1.2361823607338605, 1.2271498113646764, 1.2183113990641363, 1.209788403498184, 1.2016644083278345, 1.193988664822787, 1.1867835030322478, 1.1800517773110963, 1.1737829809192901, 1.1679578735460772, 1.1625518767305474, 1.1575375381504351, 1.1528862995026743, 1.148569734497003, 1.1445603795470858]"
1960,4,Johnny Preston,Running Bear,"[0.9038326837996633, 0.9038536173983501, 0.9039573742418829, 0.9042251354146369, 0.9047557685516846, 0.9056907491025905, 0.9072260910012034, 0.9096244525089868, 0.9132265533022641, 0.9184626805269168, 0.9258688375189258, 0.9361171573318167, 0.9500729750050649, 0.9688851199440247, 0.99409252033139, 1.0276754653346303, 1.071889466544057, 1.1286754624285005, 1.198702450308385, 1.2808678000433076, 1.3787489172748304, 1.7247951070768146, 2.054918118595719, 2.218250174528179, 2.479287198424361, 2.6809110232740965, 2.7709090346133096, 2.774842168245164, 2.7759332419534712, 2.778243936551924, 2.7808238820061777, 2.7836959612815484, 2.7868784444103696, 2.790380385304112, 2.794193961213252, 2.798281094995694, 2.802548602168881, 2.8028577854012195, 2.8067985078359605, 2.810619733415546, 2.8122705820000586, 2.813127394374774]","[0.05457962603940203, 0.054778750514715924, 0.055725304272785436, 0.05805147196451266, 0.06241263522753471, 0.06965063217786938, 0.08079782382257861, 0.09705340280400421, 0.11972587347078623, 0.15014795099558942, 0.18958745333627558, 0.239186899108061, 0.29994443297430884, 0.37268512102906604, 0.4578719132177391, 0.5550079017232439, 0.6614095463706593, 0.770582532087829, 0.8714604981656382, 0.9502617916887948, 0.9955355874110392, 0.9374806116625981, 0.8383836740562274, 0.6577773699110887, 0.27319944599021717, -0.10314934792513775, -0.3124944317364875, -0.17720294828136218, -0.18758145428720852, -0.2089662951553457, -0.23158515678441915, -0.25536546537355065, -0.2801655840115984, -0.30575039931736825, -0.33175746626838176, -0.3576460202749594, -0.3826124119047787, -0.402006875314342, -0.4054352149916287, -0.4241614646742864, -0.432647653114433, -0.43540496462045297]",1.9092947105751106,1.3787489172748304,0.502521815155383,left,"[2.657121873417028, 2.6510849352207133, 2.644277401142818, 2.6365524779257172, 2.6277263125533192, 2.617566222008836, 2.6057742943661393, 2.5919641237428683, 2.575627147670601, 2.5560829113510724, 2.532404013480452, 2.5033006805121474, 2.4669414911427823, 2.4206802234821136, 2.3606863862636196, 2.281706564602437, 2.1783652092193115, 2.0535897310757742, 1.9376276178552712, 1.8340424731392297, 1.4684656148934676, 1.3970530088895694, 1.3488433514019549, 1.3041048418125618, 1.2630485507770577, 1.226136228752979, 1.193536156510512, 1.1650713784704108, 1.1403511868627467, 1.1189099058759668, 1.1002926159453403, 1.0840922394866053, 1.0699580457842248, 1.057591510053055, 1.0467385654165269, 1.037182260736632, 1.0287369558145496, 1.0212438956900818, 1.0145676772702226, 1.0085932189035474, 1.0032230308057775, 0.9983747211957231]"
1960,5,Mark Dinning,Teen Angel,"[1.0747775364142063, 1.075793233181179, 1.0780460003007128, 1.0807948881650835, 1.0841585101254763, 1.0882803399928747, 1.0933297836709759, 1.0994997869406316, 1.1069984687279841, 1.1160321232969224, 1.1267785286130465, 1.1393542889695836, 1.1537881613858345, 1.1700204009083797, 1.187948168489449, 1.2075235622735803, 1.2288945694419757, 1.2525930549331445, 1.2798645566192468, 1.3134725082711134, 1.3654943471473149, 1.6713407015944908, 1.9617799823286126, 2.0176434028700108, 2.1111910641505083, 2.2008241188113273, 2.249980568298987, 2.2698239578981676, 2.27515213894712, 2.2752266782888753, 2.2753743033286113, 2.275507166663124, 2.2756687364226296, 2.275905292588164, 2.275905837846306, 2.2763549192603034, 2.2764347031288144, 2.276812088475544, 2.277250055538056, 2.277654135043446, 2.2780175987854547, 2.2781887240205556]","[0.15174185525198247, 0.16140336108416165, 0.1822286725370148, 0.20629823740484277, 0.2341087641649846, 0.2661771385031635, 0.3030000452111059, 0.34498758784507544, 0.3923652011876495, 0.4450457496363196, 0.5024910245686405, 0.5636083762326756, 0.6267512193402389, 0.6898832954392491, 0.7508997682273533, 0.8079920382054673, 0.859880056936932, 0.9057897155934018, 0.9451590515347446, 0.9769420001686009, 0.9988326118117064, 0.9404100885055369, 0.8609127367494651, 0.8014451169345373, 0.6603215439232057, 0.490607117337011, 0.3754063422183309, 0.31978465143987034, 0.30414266244455135, 0.3036752242004912, 0.3029918172572117, 0.3018773963555059, 0.3007846438139641, 0.2991489165950334, 0.3004331657102792, 0.2958559751817518, 0.2980764673366654, 0.2922889757182112, 0.2886605866792209, 0.2851173038249648, 0.28175378945313057, 0.28012601282656036]",1.2034111876063494,1.3654943471473149,0.5168454245279868,left,"[2.2062013253032116, 2.2025096638305275, 2.1984374038456718, 2.193921724263336, 2.1888843551556856, 2.1832261933972448, 2.1768194497619446, 2.169495956480071, 2.161029415057756, 2.1511080048611486, 2.1392917533645432, 2.124946678867998, 2.1071472628982453, 2.084549872398447, 2.055294501813819, 2.017177477671274, 1.9687673611537433, 1.9122365398769574, 1.8548283987563312, 1.771694055886215, 1.4270220644671927, 1.3702806387193185, 1.3449851080406923, 1.3248341343607564, 1.307773364371295, 1.2927269879484844, 1.2790901662151788, 1.2665105492792839, 1.254785633488318, 1.2438069849567182, 1.2335230077825325, 1.2239112333401214, 1.2149587505356654, 1.2066505757332096, 1.1989646347123053, 1.1918711565894058, 1.1853343313521336, 1.1793146939716448, 1.173771380354802, 1.1686639041547193, 1.1639533926569465, 1.159603350889008]"
