year,position,artist,title,alpha,f_alpha,alpha_width,alpha_peak,spectrum_skew,truncation,H_q
1990,3,Sinead O'Connor,Nothing Compares 2 U,"[0.8159627334296888, 0.8159930519148227, 0.8160062639126147, 0.8163102722314088, 0.8169987301312094, 0.8182407708252193, 0.8202629958043468, 0.8233626488683161, 0.8279200340965358, 0.8344077580385865, 0.8433945103221425, 0.8555449670067091, 0.8716305124487458, 0.8925902194365938, 0.9196979089658324, 0.9548434217849242, 1.0007656248798278, 1.0607995802061143, 1.1376496881396418, 1.2320531440240856, 1.3522697417983907, 1.7467346952169804, 2.15008293068225, 2.270536619706684, 2.3264210348909815, 2.326509319936234, 2.3265660030776205, 2.3267684788243552, 2.3270270940871387, 2.327150908934963, 2.3273677721401955, 2.327916290038664, 2.3293875862759914, 2.3316551084661876, 2.335013972723973, 2.339849606490115, 2.342044589630102, 2.346590677599904, 2.3554971877791444, 2.366060827992518, 2.375050427555096, 2.3755263353033875]","[-0.05752427658839121, -0.0572358812419953, -0.05714623002790642, -0.05451501317573193, -0.04886149381112492, -0.03924689414955207, -0.02456103837282342, -0.00354455095927797, 0.025152271276104088, 0.06286204704781895, 0.11074127042389481, 0.16958252985966205, 0.23967148088499934, 0.32080715625391143, 0.41252879373219864, 0.5142744694121055, 0.624770621659597, 0.7399773770530678, 0.8502721186362352, 0.9402605778306345, 0.9947194057573407, 0.9320129778073014, 0.7957975147872871, 0.686740616688418, 0.7299136484620661, 0.7291574068867455, 0.7288149587887034, 0.7268643105708961, 0.7254854559169139, 0.7233073250823736, 0.7212444799594273, 0.7194729802554694, 0.710224702617543, 0.697063709820748, 0.6791944089179331, 0.6558122660437284, 0.585573891241626, 0.6264757460019794, 0.5919883626840701, 0.5560518445822353, 0.5270839359708477, 0.5279456349718297]",1.5595636018736987,1.3522697417983907,0.3122345151882627,left,"[2.2994922201361385, 2.2980627046487507, 2.2965020916173464, 2.2947820447429668, 2.292864851821117, 2.290699594401288, 2.2882164171650476, 2.285317742595976, 2.2818644375052686, 2.277653421955973, 2.272380500179379, 2.2655775165311303, 2.256505416341558, 2.2439740069127905, 2.226046409745377, 2.1995787992474334, 2.159610887275149, 2.09930929735734, 2.0136639253911865, 1.871006200891543, 1.467987904226916, 1.3739201781932935, 1.3136970209888852, 1.260426550857929, 1.2130985450750318, 1.1717034527904557, 1.1358865740949575, 1.104977289404139, 1.078236263393858, 1.0550038611764812, 1.0347403158264663, 1.0170116908584297, 1.00146278443441, 0.9877950616072548, 0.9757527473473175, 0.9651147288156771, 0.9556895535998374, 0.9473118248168341, 0.9398391737748518, 0.9331494948075989, 0.92713836250693, 0.9217166400390223]"
1990,4,Bell Biv DeVoe,Poison,"[0.8537919602572455, 0.8547081993654374, 0.8566338417713303, 0.8587597327895563, 0.8611189463719627, 0.8637571274650637, 0.8667370902108509, 0.870144131235841, 0.874091971152832, 0.8787294310395984, 0.8842484095053417, 0.8908945886533405, 0.8989838177481967, 0.9089298026351169, 0.9212935621116761, 0.9368740106043302, 0.9568751159492859, 0.9832104216757175, 1.019025985183967, 1.0694629112230072, 1.1483610335290355, 1.5000666160157872, 1.8302670022979646, 1.8926660651717664, 1.9849947419285439, 2.089927011914016, 2.171037159788071, 2.227609163159074, 2.2651496527054347, 2.289320934025576, 2.304386411599876, 2.3067103689114696, 2.3078915060979277, 2.310292261176029, 2.3127328311582507, 2.313291080747319, 2.315118620599728, 2.317305907276126, 2.3180390193275424, 2.3190811914158362, 2.3200032177094, 2.3201317172344376]","[0.36188898312765794, 0.37060442830314244, 0.3884291227505621, 0.40706936475868716, 0.426602785163678, 0.44715621580024045, 0.46891471094420734, 0.49212425306710195, 0.5170854884196929, 0.544137242129147, 0.5736306213342708, 0.6058967320130675, 0.6412127327295236, 0.6797711530145496, 0.7216543464546246, 0.7668056226651814, 0.814960633895871, 0.865429841904092, 0.9164473580615129, 0.9634834328004009, 0.9971992489154733, 0.935431916808045, 0.8413710595594288, 0.7787988190882467, 0.6380788825060546, 0.4358637425874816, 0.2413136345760769, 0.07844243168759757, -0.04780816549134492, -0.1408107747868126, -0.20605531029959323, -0.1736692323865121, -0.18490443976989468, -0.2071459549559087, -0.2285750245073892, -0.24888667011837207, -0.24837330639761035, -0.26547954095130066, -0.27395562765240733, -0.2785351845373043, -0.28518219932108657, -0.2858205178862452]",1.466339756977192,1.1483610335290355,0.5982253473382815,left,"[2.1893434456728182, 2.1833246290964774, 2.176527439140374, 2.1688140425730995, 2.1600176946533582, 2.1499360325051473, 2.138322768774356, 2.124877490444304, 2.109233337020742, 2.0909425813547218, 2.0694608261051606, 2.0441323709562798, 2.014184217753462, 1.9787487541378006, 1.9369640839220854, 1.888254059948245, 1.8329316057594243, 1.7730123731106613, 1.7112810968241283, 1.6134741170291846, 1.2353374749287722, 1.1598441129755952, 1.1193688863957927, 1.0875391515735264, 1.0620300857033207, 1.0411708271745002, 1.0237919148836716, 1.009079498999064, 0.99645902081114, 0.9855148645604881, 0.975937925429468, 0.9674919548638888, 0.9599919226600547, 0.9532899510520023, 0.947266003918244, 0.9418215621118422, 0.9368751763430965, 0.9323592063970816, 0.928217321489253, 0.9244025065476194, 0.9208754261335685, 0.9176030619444796]"
1990,5,Madonna,Vogue,"[0.7984476984444796, 0.7990518862556657, 0.8004189083813215, 0.8021375204611904, 0.8042809044577403, 0.8069319904048734, 0.8101853714814798, 0.8141513179988273, 0.8189631201068258, 0.8247892332395992, 0.8318520529554798, 0.8404558139182233, 0.8510273217071742, 0.8641751942327504, 0.8807763661760967, 0.9021041760970233, 0.9300253958828578, 0.9673252592867079, 1.0182614211847125, 1.0892815661963922, 1.1929093474191725, 1.5563465836802235, 1.8996725080868582, 1.9621327595760605, 2.024003632448117, 2.0981933141762097, 2.152182997108905, 2.185224618251617, 2.203154509551866, 2.2123780183953503, 2.2170505564514777, 2.2193963802300156, 2.220472050555067, 2.2205404497862467, 2.2205431859250035, 2.2206902032953555, 2.220844023662557, 2.2209966905388128, 2.2210526284387413, 2.2211332542420616, 2.2212266812730648, 2.2212286849860443]","[0.19065069048806915, 0.19639784283837614, 0.20902910973389677, 0.22407230276422663, 0.2417901631098225, 0.2624142794082225, 0.28613989176274757, 0.3131302231504627, 0.34353196534885466, 0.3775007741186931, 0.41523246348369103, 0.45699255747415224, 0.5031335885153454, 0.5540844442726192, 0.6102870197832226, 0.672041392633691, 0.7392022654038479, 0.8106346759193324, 0.8831972849464513, 0.9495648145342278, 0.9950822864784481, 0.936746791950642, 0.8325114238055569, 0.7768377232060977, 0.6811756031782426, 0.5385300403004596, 0.4096599240669505, 0.3152499863371654, 0.2554145089270605, 0.22015529432680836, 0.20001673923957597, 0.18876616108206434, 0.18513891876018107, 0.18272789738944972, 0.18446226524126885, 0.18310082293812613, 0.1817507066325419, 0.18048390574229245, 0.17978325205933032, 0.17941489798140253, 0.17872390913099778, 0.17869530329565464]",1.4227809865415648,1.1929093474191725,0.44550615631498763,left,"[2.138985942431085, 2.134807167655496, 2.130168943134445, 2.1249919635823686, 2.119178024282552, 2.112604256878311, 2.1051152339433092, 2.096512045856866, 2.0865370817764712, 2.0748528141034965, 2.06101263072699, 2.0444225896558073, 2.0242978246741687, 1.9996344753252624, 1.9692649985579536, 1.9321471506247685, 1.8879681103130854, 1.8372636285953732, 1.7791396926050602, 1.6707714539544527, 1.2970084306778558, 1.2130719728575354, 1.1582096529996142, 1.1140396475286225, 1.0782392348196703, 1.0488332527544382, 1.024343293388102, 1.0036858445521573, 0.9860587794649012, 0.970859809182885, 0.9576311041474852, 0.9460209529419974, 0.9357564865488756, 0.9266238777896136, 0.9184537655944979, 0.9111104212667466, 0.9044836502250762, 0.898482732677429, 0.8930319078516668, 0.8880670340594573, 0.883533138675221, 0.8793826293956726]"
1991,1,Bryan Adams,(Everything I Do) I Do It For You,"[0.7755487445993722, 0.7759531161097616, 0.7768669942093223, 0.7780199556223076, 0.7794776512033252, 0.7813239987348358, 0.7836663749296261, 0.7866428924318821, 0.7904336641187353, 0.7952804623686671, 0.8015246664111085, 0.8096842961133384, 0.8206095783554325, 0.8357790663238409, 0.8577895463718412, 0.8909072824269443, 0.9408573387103583, 1.0120232804618277, 1.1019321596897829, 1.1996535458541786, 1.2987456602618435, 1.6136072369996817, 1.9041721950362052, 1.9378200280025089, 1.990304191322655, 2.076294093827109, 2.145834592379434, 2.1901768346339656, 2.2148443921046064, 2.2274865210215897, 2.2309316909139922, 2.231232753960988, 2.2318677345124462, 2.2325687401058216, 2.2333332638407626, 2.233475121490282, 2.234149527460366, 2.234987940642977, 2.235785193916147, 2.23595116924253, 2.2364143638451632, 2.2366282141357465]","[-0.01989829916287089, -0.01605183845428826, -0.007607391453184675, 0.0024835018718958324, 0.014530054023410344, 0.028887433289567888, 0.045958926752380336, 0.0661995392894239, 0.09012680473695411, 0.11835251375124578, 0.15166296111245803, 0.19119389358503058, 0.23875613717646615, 0.2973213770303773, 0.3714433411001119, 0.46669998613431485, 0.5860972618969584, 0.722215159641105, 0.8519601574830562, 0.9472215774676596, 0.9953013880268738, 0.942932496122578, 0.8594883886679145, 0.8310290515206198, 0.7452609149752512, 0.5782656517301765, 0.4118768170223843, 0.28501842336924277, 0.20266266412983747, 0.15438563344069678, 0.1579050807994271, 0.15504131035239155, 0.14916413803582174, 0.14301705735848458, 0.13668450627778483, 0.1286589220176655, 0.13031888591198992, 0.12418433999909162, 0.11872945980551286, 0.11687265520533963, 0.1147088294753491, 0.11338649766725695]",1.4610794695363745,1.2987456602618435,0.2838214120844628,left,"[2.146722198993935, 2.1424037635108553, 2.137585922781281, 2.1321793096821016, 2.126072854014669, 2.119127186564855, 2.1111657266428487, 2.1019626304051324, 2.0912266118791205, 2.078579720241649, 2.0635310685921437, 2.0454488888730413, 2.0235442326161106, 1.996905520300095, 1.9646826450811885, 1.9266250423605045, 1.8841706685041895, 1.8410998700938737, 1.799263850249417, 1.7121396595490221, 1.379630471102252, 1.3180099693516605, 1.2717840566483773, 1.2233248305536768, 1.1747258298148948, 1.129413030512855, 1.0896827421405177, 1.0560266464864214, 1.0278445566022045, 1.0042036864481672, 0.9842161401292002, 0.9671523740034382, 0.9524437099173582, 0.9396528681418748, 0.9284422216508955, 0.9185480439060136, 0.9097614672352479, 0.9019148263095077, 0.8948718882601713, 0.8885207862352158, 0.882768822203674, 0.8775385745156593]"
1991,2,Color Me Badd,I Wanna Sex You Up,"[0.7674364214385404, 0.7683830329315572, 0.7704260026475016, 0.7727927077344386, 0.7755349924092665, 0.7787119637458748, 0.7823913381008905, 0.786651504696907, 0.7915849195030186, 0.7973041429995785, 0.8039531483965724, 0.8117286788456155, 0.8209195405783042, 0.8319756748971027, 0.8456235177917952, 0.8630508586126429, 0.8862021923541687, 0.9182984898702976, 0.965007106922479, 1.0377651784576782, 1.1644012741649612, 1.62287355648026, 2.09220671580612, 2.276668694874493, 2.42483478868226, 2.5115373900750164, 2.5579583135762194, 2.5783412893061555, 2.578744888698487, 2.5796373705277316, 2.580718556029085, 2.5817849994547193, 2.5820254939521825, 2.5835939936214123, 2.5854506023686503, 2.5875983676804806, 2.5899931375521006, 2.59250496520078, 2.5926299353332296, 2.594853299560493, 2.5963861357999036, 2.5964907898740166]","[0.22178910159860266, 0.2307934548248598, 0.24969177250192764, 0.27043016140159803, 0.2931218901814372, 0.31786091141473083, 0.34471747808473907, 0.3737353268044705, 0.4049321613621215, 0.4383071170937125, 0.4738613566672125, 0.5116393616455848, 0.551795695419802, 0.5946804318170651, 0.6409118517736014, 0.6913678446096791, 0.7469892747845182, 0.8082797357730176, 0.8744062901274612, 0.9412637684488389, 0.9940224982697261, 0.9221018184016578, 0.762430499327706, 0.5826766831168508, 0.37449181789856656, 0.21166354126962172, 0.10191904515160832, 0.10746912399588737, 0.10363000782492904, 0.095379025759879, 0.08591091419372887, 0.03421592470100698, 0.07510272941541274, 0.06289473930237932, 0.04934610923138649, 0.034713145501449105, 0.01955234317441601, 0.004851969293309111, -0.001682804321838205, -0.007791733111186971, -0.015744947092670714, -0.015909983445803633]",1.829054368435476,1.1644012741649612,0.5659343324321477,left,"[2.4890882017057443, 2.4845111202903385, 2.479395586895718, 2.473639548834636, 2.467114014879552, 2.459654265593662, 2.4510478109151568, 2.4410177712566266, 2.429199721832705, 2.4151090119008916, 2.398093961191166, 2.3772681092357115, 2.3514123544422594, 2.3188366354852605, 2.2771915603219606, 2.2232190485872736, 2.1524063366533994, 2.0584657105942776, 1.9344635750303107, 1.767528398220652, 1.3034910119270577, 1.1889090312590838, 1.1180380282442652, 1.0679939490179609, 1.0305917874889587, 1.0014626338412216, 0.9780864801672169, 0.9588743953093518, 0.9427630235337716, 0.9290158728594108, 0.9171117639641999, 0.9066754549520214, 0.8974320047350473, 0.8891760450396305, 0.881750955071043, 0.8750347291302893, 0.8689303593329587, 0.8633592424170274, 0.8582566031131086, 0.8535682656945853, 0.8492483363986874, 0.8452575112786801]"
1991,3,C&C Music Factory,Gonna Make You Sweat (Everybody Dance Now),"[0.7650558022954298, 0.765883023172702, 0.7677503726019743, 0.7700923611709749, 0.7730144603439031, 0.7766373473655109, 0.7810953235145671, 0.7865334538564108, 0.7931040542880279, 0.8009641785973277, 0.8102773321752762, 0.8212248439726093, 0.834035179079183, 0.8490430581026681, 0.8667951015551804, 0.8882257278550928, 0.9149337409092294, 0.9495752540937442, 0.9962833502011171, 1.060796002558872, 1.150676911930784, 1.2852881245340226, 1.5364611147467107, 1.9092198259943622, 2.216776005486824, 2.3612330128328938, 2.4184747149286627, 2.4345155584891724, 2.4354911633091696, 2.4375128448470424, 2.4396712114902015, 2.4419018306246367, 2.441953288847832, 2.4443353294339345, 2.44677825269934, 2.449220834239931, 2.4515689575561006, 2.4516425585534907, 2.453677413159691, 2.4553162367827555, 2.4553404442718665, 2.4561017758857795]","[0.10227664324038344, 0.11014532963394785, 0.12740054198458672, 0.14790050711117786, 0.17205489558450182, 0.2002378165556511, 0.23274674437369747, 0.26975654334846144, 0.3112762055209881, 0.3571197313405481, 0.4069053110988943, 0.4600966231557053, 0.5160939561124929, 0.5743684651989205, 0.6346087142300307, 0.6968117679030001, 0.7611868262754204, 0.8276114595827824, 0.8941902651040785, 0.9545613692961664, 0.9947864044115649, 0.9874958852748262, 0.8438332926957537, 0.47165038614045196, 0.0459870999664429, -0.22051887326855635, -0.3542221133203727, -0.31066052657502397, -0.3199406699847529, -0.3386610179216518, -0.35759638034758723, -0.42045248861235507, -0.37650690050670477, -0.395088079295455, -0.41295863563795976, -0.4296442555938764, -0.4445532569992743, -0.45271216004927695, -0.45693542837903856, -0.4658036682612554, -0.46667042038978934, -0.46976913235171125]",1.6910459735903496,1.150676911930784,0.5439259302730588,left,"[2.30344950583167, 2.296728169797952, 2.2891747320503186, 2.280638492649484, 2.2709327345424537, 2.259823680236794, 2.2470151352470764, 2.2321267065386383, 2.2146622234082196, 2.1939628367964708, 2.1691355205984153, 2.1389410683783048, 2.101614048766094, 2.0545679014733547, 1.9939129688315094, 1.9137191999637964, 1.8052188594549958, 1.657997021181455, 1.4759731426295328, 1.3230332814309076, 1.23402125416081, 1.1720526538433682, 1.122895464520778, 1.0830473328157728, 1.0505456849095431, 1.0237264089393157, 1.0012322507276108, 0.9820338916826322, 0.9653823442816298, 0.9507419308402877, 0.9377303095021677, 0.9260720095321588, 0.9155645743148823, 0.9060547565825857, 0.8974222750516445, 0.8895690596548375, 0.8824123458210539, 0.8758803672561316, 0.8699097303379513, 0.8644438260577363, 0.8594318474932356, 0.8548281379713915]"
1991,4,Paula Abdul,Rush Rush,"[0.7414687199664766, 0.7424379148255599, 0.7444789600996827, 0.7467343959235375, 0.7492240185633878, 0.7519725204601291, 0.7550140874117587, 0.7584003865865321, 0.7622133911764207, 0.7665845513789703, 0.7717218059293529, 0.7779464018866218, 0.7857437244297817, 0.7958378274859499, 0.8093076328721314, 0.8277662931959668, 0.8535989890256311, 0.8901408746188181, 0.9414212493562835, 1.0109543846586735, 1.103963820723431, 1.4522571453114332, 1.7700077618995076, 1.8092031484206883, 1.868380647644934, 1.944537766310637, 2.0009590673466957, 2.0393379235439983, 2.0647583528955313, 2.081341385796985, 2.0919609787903464, 2.098590690664969, 2.1025859911328033, 2.104865524092057, 2.104911887699308, 2.105142541008385, 2.105597093664357, 2.1060213841643676, 2.1060430766845917, 2.1063713564858415, 2.106524558573416, 2.1065762465965334]","[0.2689251320059114, 0.2781443026167043, 0.29703626965590235, 0.31681284396443843, 0.3374286288260695, 0.3588470759629141, 0.38106423960405333, 0.40414430845545013, 0.42826613980299033, 0.45377548128121425, 0.4812323228814721, 0.5114399149024118, 0.5454447615000992, 0.5845034939664524, 0.6300074985672257, 0.6833065047847251, 0.7452408758054807, 0.8150023226575582, 0.8879918133728002, 0.9534320858452234, 0.9954735481476087, 0.93653817940773, 0.8479226883485305, 0.8112387771652996, 0.7182083824623722, 0.571896932259798, 0.4368098112290628, 0.3263562396038333, 0.24084057746240273, 0.17699596133684992, 0.13095819687809218, 0.09900644176265239, 0.07782248068833475, 0.06464311644415055, 0.06839523850399232, 0.06620121922252409, 0.06198664485932426, 0.05825543359245344, 0.05728024213680527, 0.055340831418096315, 0.05405731410530734, 0.05371869586488387]",1.365107526630057,1.103963820723431,0.4689134830985509,left,"[2.011751411549707, 2.0069739512343427, 2.0016550732298497, 1.9957027349566263, 1.9890046112983928, 1.9814229128238245, 1.9727878340158902, 1.9628893356757362, 1.9514669951888977, 1.938197824646811, 1.9226824245329155, 1.9044309054850925, 1.882852176472343, 1.8572547774019212, 1.8268810452652073, 1.7910427242593465, 1.7495130354512116, 1.703331271658609, 1.6544189456962337, 1.5621687693091657, 1.192063680883126, 1.1225222733182354, 1.0745972006702016, 1.0332679623905874, 0.9984966570622482, 0.9696559233809121, 0.9458065959580239, 0.9259975756316987, 0.909406872468453, 0.8953717525385813, 0.8833725255129434, 0.8730050190810654, 0.8639550090636234, 0.8559777442487302, 0.8488821767840378, 0.8425187983642891, 0.8367701652521308, 0.831543491951664, 0.8267648913448462, 0.8223749410297044, 0.8183253086530345, 0.8145762067658854]"
1991,5,Timmy T,One More Try,"[0.9391877609021695, 0.9400213761198113, 0.9417791021612465, 0.9437270040596475, 0.9458828914774483, 0.9482625948347312, 0.9508781245550704, 0.953735927848592, 0.9568363848293618, 0.9601770843283498, 0.9637652575226542, 0.9676503882331304, 0.9719982928669307, 0.9772431405716573, 0.9843657342069032, 0.9953244504017673, 1.0135478509534819, 1.0441229496188502, 1.0930105325590207, 1.165718808670521, 1.2781428725464572, 1.6733345223704663, 2.0171535802356613, 2.0203650792809715, 2.0218115912874834, 2.057139286760456, 2.0918634916180534, 2.1196432617845367, 2.140572380040661, 2.1559345916456105, 2.167046288368666, 2.175043589590109, 2.1808256770180567, 2.1850564912527206, 2.1882036284326176, 2.1905881460853744, 2.1924286171982996, 2.1938742826134234, 2.195028083503219, 2.19596205637297, 2.1967274604900595, 2.1970733797574797]","[0.42106033496847495, 0.4289898455753125, 0.4452588928846737, 0.4623381094923875, 0.48018978435498294, 0.49873490551648736, 0.5178435825696619, 0.5373305421641943, 0.5569625386748749, 0.57648869508066, 0.5957111056395314, 0.6146217358045742, 0.6336384528821197, 0.6539590293687478, 0.6779692158671318, 0.7094187324595289, 0.7527189513546126, 0.8105121706854892, 0.8794540251812388, 0.9471799533478537, 0.9955431579698842, 0.9330532562268311, 0.8403564448548655, 0.8452784871800669, 0.8355369128593777, 0.7659658483290155, 0.6820588343851393, 0.6016597859186126, 0.5309577988550993, 0.4716021921103799, 0.42326135694966105, 0.3845675165147142, 0.3537645925471722, 0.32915429898947046, 0.309305706875346, 0.29309833766572346, 0.27968702855215, 0.26844452767208793, 0.2589068678175934, 0.25072930192964193, 0.24365325537667815, 0.2403628038085337]",1.2578856188553103,1.2781428725464572,0.4610716482270614,left,"[2.121109660138333, 2.1172140847732486, 2.1129347628030115, 2.108214316590423, 2.102984057263592, 2.097161417748745, 2.0906468765829422, 2.0833204209581333, 2.0750377962869937, 2.065627191341683, 2.054887723766791, 2.0425921601314876, 2.028497473272232, 2.0123675117277213, 1.9940128865742528, 1.973358148070696, 1.9505237287770074, 1.9254832116765477, 1.8934934387686264, 1.7989740548706443, 1.3988528729004739, 1.2964159248699314, 1.2379062057617878, 1.191858231910405, 1.1551086782173494, 1.1261981064474917, 1.103632013757761, 1.085929289202654, 1.0718276725441995, 1.0603560777600665, 1.050810961033196, 1.0426978511835077, 1.0356725778139713, 1.0294945284866823, 1.0239931418162513, 1.0190450663297044, 1.014558946040615, 1.0104653728151627, 1.0067102540905393, 1.0032504140307825, 1.000050648764458, 0.997081727405322]"
1992,1,Boyz II Men,End of the Road,"[0.7140146959040613, 0.7141141508654467, 0.7143248522615921, 0.7145671510464738, 0.7148624454751864, 0.7152458267485907, 0.7157734536536656, 0.7165336411259928, 0.7176638368857996, 0.7193775446458381, 0.7220091689158931, 0.7260928211068376, 0.732507649354775, 0.7427564627351013, 0.7595138976239838, 0.7876839204698493, 0.836061931461938, 0.9176705336524306, 1.0410344907924272, 1.1918934907093492, 1.3505572430289219, 1.7324405953639028, 2.090478977947519, 2.2590795702898596, 2.4372685849802447, 2.502918077038071, 2.5029850285414095, 2.502993660040133, 2.5031565194348753, 2.5032775976560315, 2.503370280728564, 2.5036112272508975, 2.5037361648595655, 2.5039191876525217, 2.505090250345729, 2.5070487544543254, 2.510148616644105, 2.514828364575076, 2.5196185197165772, 2.5214553369082404, 2.5295794969875667, 2.5349455782737023]","[0.052011638010339034, 0.05295767300888343, 0.054907639247945284, 0.057030310062671674, 0.059470998074320214, 0.06244985261888747, 0.06628874496932635, 0.07144533940185216, 0.07855711830899903, 0.08850157452274754, 0.10248560700951526, 0.12218858667865184, 0.14999994267409456, 0.18941149824345915, 0.24562835267922134, 0.3262972969355964, 0.44114357119752756, 0.5954237204103341, 0.7707282554449462, 0.9164297447349053, 0.9934011217630416, 0.9393828922041116, 0.8245640984908786, 0.6464459789613546, 0.39697266437875633, 0.3438841556937504, 0.343415706517618, 0.3432809149392746, 0.3419224113327992, 0.34145126235269885, 0.3400410300873311, 0.33780568946692213, 0.33661725855520075, 0.3374341810941299, 0.33065678141391786, 0.32026219240859, 0.3053048360228079, 0.28498101660081154, 0.2483741530884478, 0.2593731785384392, 0.2317437944800691, 0.2152538382122433]",1.820930882369641,1.3505572430289219,0.30086028713346263,left,"[2.4373978907150855, 2.4339959279384455, 2.4302396921706735, 2.4260674304767176, 2.4214012888659213, 2.4161414653717608, 2.4101575939456246, 2.4032757523095896, 2.395258393351959, 2.385772546162993, 2.3743380396388596, 2.360240712838501, 2.342382609755272, 2.3190173390420807, 2.2872833090928193, 2.2424492816073567, 2.1772111894568704, 2.084066859830659, 1.9691652730381703, 1.8507165792183864, 1.4839104534007608, 1.377612643800451, 1.3061061729049788, 1.2290373213275714, 1.154636640269235, 1.090652082360842, 1.0387912916120359, 0.9974311094713063, 0.9643173198818892, 0.9375076631804345, 0.9155152839814443, 0.8972381694521306, 0.8818620465787398, 0.8687804694831238, 0.8575363858834893, 0.8477809069511058, 0.8392443946280282, 0.8317160487447406, 0.8250293147248466, 0.8190513030476307, 0.8136750108824615, 0.8088135321030274]"
1992,2,Sir Mix-a-Lot,Baby Got Back,"[0.9350980499588387, 0.9362272421647834, 0.9386615882524804, 0.9414745132450995, 0.9447221370595277, 0.9484655343356233, 0.952769013969032, 0.9576981787693303, 0.9633198436458902, 0.9697079228134055, 0.9769611068189238, 0.9852385191557886, 0.9948189551639968, 1.0061902760448718, 1.0201802171068495, 1.0381444474821693, 1.0622149062981379, 1.0955427808024845, 1.142308696519886, 1.207164027914241, 1.2945779743962043, 1.4122923978026058, 1.5730720201455408, 1.7552450062923952, 1.9122901130919998, 2.028721715737731, 2.1085044885672812, 2.1578502917591273, 2.185948826197547, 2.2010401079231334, 2.2087923938001603, 2.2116087402502016, 2.2119074999540924, 2.212511590850902, 2.212599081057617, 2.2131214910182444, 2.2137179943020358, 2.214270138989931, 2.214329034002392, 2.2147277114578916, 2.214962853243666, 2.215007093302467]","[0.19015700469351593, 0.20089810128664887, 0.22341741583705854, 0.2480668505944177, 0.27494175988657954, 0.30409420402465237, 0.33551078902804843, 0.36909306213287785, 0.40465405759454764, 0.44194934811335784, 0.4807562144979052, 0.5209966814127132, 0.5628764757695413, 0.6069962173563925, 0.6543842047404156, 0.7063756441998534, 0.7641815521118502, 0.8278561731037755, 0.8943719055572472, 0.9551555399830137, 0.9947842478630391, 0.9904061292609397, 0.9058514567356235, 0.7290294089982092, 0.5044283577020177, 0.2819294192885504, 0.09159135291051257, -0.04966579948216854, -0.14359934262280127, -0.20133232071007434, -0.23473657617092414, -0.23756790883100365, -0.24040976942898595, -0.24600705786550847, -0.25297361151886477, -0.25136246475400625, -0.2563121589769217, -0.26062931847533477, -0.2620819360786033, -0.26399273855531646, -0.2656990975852338, -0.26592884440468545]",1.2799090433436282,1.2945779743962043,0.4382727017878367,left,"[2.0878519493671015, 2.081505447270532, 2.074440538492832, 2.066533316575632, 2.057630726065509, 2.0475417452560962, 2.036025289800071, 2.022773453966941, 2.0073882012396873, 1.989349210614467, 1.9679708997610765, 1.9423492378895924, 1.9113070188107038, 1.873365005880648, 1.826801847307059, 1.7699158110157451, 1.7016006734136262, 1.6220267226031817, 1.5330491216709268, 1.444402344350893, 1.372957527772459, 1.315962558157744, 1.2684514566041225, 1.2289237339629435, 1.1963698794131303, 1.1696433103360728, 1.1475862528258602, 1.1291821217656415, 1.1136113099674578, 1.1002428639489898, 1.0886023931667297, 1.078337274464571, 1.0691865172801547, 1.0609565782003845, 1.053502565630634, 1.0467140403478252, 1.040504687996879, 1.034805130528165, 1.0295581107468963, 1.0247153340651307, 1.0202353904910588, 1.016082349489487]"
