track_id,source,year,position,artist,title,alpha_dfa,alpha_width,alpha_peak,spectrum_skew,mfdfa_ok,contour_length
billboard_1985_02,billboard,1985,02,Madonna,Like a Virgin,1.238644846278892,14.95905114086447,15.360275085557078,-0.9391040089212366,True,1568.0
billboard_1966_05,billboard,1966,05,Four Tops,Reach Out I'll Be There,1.3058953478279678,11.546199649815097,12.223866665493617,-0.9256474486721087,True,1557.0
billboard_1971_03a,billboard,1971,03a,Carole King,I Feel the Earth Move,0.9249638582591966,1.984539188516715,1.019738644007351,0.7691977711916296,True,3790.0
billboard_1994_02,billboard,1994,02,All-4-One,I Swear,1.3609130356944865,12.975544985199067,13.26710408693657,-0.8758645893435606,True,1564.0
billboard_1974_02,billboard,1974,02,Terry Jacks,Seasons in the Sun,1.084867129406072,2.208031746893467,1.37869826995516,0.43512349322973704,True,2949.0
billboard_1987_05,billboard,1987,05,Starship,Nothing's Gonna Stop Us Now,1.1995468592278042,1.4644872982024604,-0.10269996994116859,1.0,True,2734.0
billboard_1986_01,billboard,1986,01,Dionne and Friends,That's What Friends Are For,1.211727949418211,11.605552559528464,11.97452842351251,-0.9130424784453232,True,2065.0
billboard_1966_03,billboard,1966,03,Jimmy Ruffin,What Becomes Of The Brokenhearted,0.7668602805266563,1.2457851292119564,0.8923755434936553,0.49306897383333603,True,5014.0
billboard_1956_05,billboard,1956,05,Gogi Grant,The Wayward Wind,1.2955932422390322,15.268037806487136,15.483152998877529,-0.8720309642033377,True,1397.0
billboard_1961_05,billboard,1961,05,Del Shannon,Runaway,1.2733337474903337,3.6090777688314244,4.11060664351853,-0.7494127375813994,True,1729.0
billboard_1990_03,billboard,1990,03,Sinead O'Connor,Nothing Compares 2 U,1.3377971079306745,15.319814802897255,15.309130791765767,-0.8737921256124207,True,1857.0
billboard_1996_05,billboard,1996,05,Mariah Carey,Always Be My Baby,1.1488764508144758,13.515330194138551,13.854022781330471,-0.9341099127311149,True,2237.0
billboard_1954_02,billboard,1954,02,Perry Como,Wanted,1.1804549140877414,7.21844503802531,4.359514407714203,0.0738042284034664,True,1854.0
billboard_1997_02a,billboard,1997,02a,Jewel,Foolish Games,1.293283540736478,4.595744369739986,3.398242664193764,-0.06855060508306865,True,2238.0
billboard_1965_04,billboard,1965,04,We Five,You Were On My Mind,1.0591306732871777,11.7909264236194,12.24175695917178,-0.9018842838765748,True,2599.0
billboard_1989_02,billboard,1989,02,Bobby Brown,My Prerogative,1.0684621903912532,1.3419526810019413,-0.15154787727022345,1.0,True,1703.0
billboard_1985_04,billboard,1985,04,Foreigner,I Want to Know What Love Is,1.269947070658553,14.97844014977806,14.965556988154447,-0.8673875866595632,True,1527.0
billboard_1996_02,billboard,1996,02,Mariah Carey and Boyz II Men,One Sweet Day,1.046953562510629,12.664026459969396,12.8385925866788,-0.9023516691419323,True,1948.0
