track_id,source,year,position,status,selected_duration_sec,raw_voiced_coverage,selected_voiced_coverage,median_voiced_prob,jump_rate,octave_jump_rate,skip_reason
billboard_1958_02b,billboard,1958,02b,skipped,11.00625850340136,0.4738361602309635,,,,,too_short
billboard_1981_05,billboard,1981,05,skipped,15.928888888888888,0.3633297193109264,,,,,too_short
billboard_1978_03,billboard,1978,03,success,70.5190022675737,0.9035963499731616,0.9012183075403358,0.7571601330199093,0.033625730994152,0.0,
billboard_1976_02,billboard,1976,02,success,47.41514739229025,0.6786553406831737,0.8114593535749265,0.1085797707287449,0.0966183574879227,0.0030193236714975,
billboard_1980_04,billboard,1980,04,skipped,18.48308390022676,0.5843621399176955,,,,,too_short
billboard_1957_02,billboard,1957,02,skipped,27.56208616780045,0.8244569589702333,,,,,too_short
billboard_1964_05,billboard,1964,05,skipped,18.22766439909297,0.7316821465428277,,,,,too_short
billboard_1956_01,billboard,1956,01,skipped,22.75555555555556,0.7311091073038773,,,,,too_short
billboard_1980_02,billboard,1980,02,skipped,14.489251700680272,0.4406390414378432,,,,,too_short
billboard_1981_01,billboard,1981,01,skipped,18.506303854875284,0.530107973421927,,,,,too_short
billboard_1961_05,billboard,1961,05,success,40.14730158730159,0.6773917508129386,0.8131868131868132,0.2796051653363589,0.0427046263345195,0.0056939501779359,
billboard_1958_05,billboard,1958,05,skipped,21.478458049886623,0.4771831910702561,,,,,too_short
billboard_1964_03,billboard,1964,03,skipped,24.65959183673469,0.564415209369485,,,,,too_short
billboard_1958_04,billboard,1958,04,success,41.4940589569161,0.840713706407137,0.8612199216564074,0.0348974280196252,0.0981794538361508,0.0026007802340702,
billboard_1978_04,billboard,1978,04,success,30.85931972789116,0.5358272845710031,0.7990970654627539,0.0779752376229482,0.0923656927426955,0.0065975494816211,
billboard_1958_02a,billboard,1958,02a,skipped,25.890249433106572,0.7391867811436903,,,,,too_short
billboard_1976_03,billboard,1976,03,skipped,21.89641723356009,0.6084159276647539,,,,,too_short
billboard_1961_01,billboard,1961,01,success,41.84235827664399,0.7481746386529579,0.7180910099889012,0.1504646013433387,0.0765661252900232,0.0077339520494972,
billboard_1960_01,billboard,1960,01,skipped,21.13015873015873,0.3489900609169605,,,,,too_short
billboard_1982_03,billboard,1982,03,success,66.80380952380952,0.7672413793103449,0.9259645464025026,0.1085797707287449,0.0574539992489673,0.0071348103642508,
billboard_1981_03,billboard,1981,03,skipped,25.44907029478458,0.7864521255462853,,,,,too_short
billboard_1975_03,billboard,1975,03,success,69.4508843537415,0.7134927705064071,0.8445336008024072,0.1765306086328976,0.0986138613861386,0.0091089108910891,
billboard_1978_01,billboard,1978,01,skipped,23.173514739229024,0.6103142076502732,,,,,too_short
billboard_1955_05,billboard,1955,05,success,37.384126984126986,0.7512705991067303,0.9062111801242236,0.4849868077159112,0.0308641975308641,0.0013717421124828,
billboard_1960_02,billboard,1960,02,success,79.66766439909297,0.8531960111165604,0.91139609443311,0.4260623290432814,0.037747920665387,0.0051183621241202,
billboard_1980_05,billboard,1980,05,skipped,17.11310657596372,0.6844298898481691,,,,,too_short
billboard_1976_05,billboard,1976,05,skipped,18.274104308390022,0.5630471509752726,,,,,too_short
billboard_1969_05,billboard,1969,05,skipped,29.559002267573696,0.6839183673469388,,,,,too_short
billboard_1966_01,billboard,1966,01,skipped,20.108480725623583,0.6619676945668135,,,,,too_short
billboard_1960_03,billboard,1960,03,success,34.969251700680275,0.7393334406697795,0.8745019920318725,0.2065067991177523,0.0417933130699088,0.0053191489361702,
billboard_1960_05,billboard,1960,05,success,35.50331065759637,0.7472161966738973,0.841726618705036,0.0779752376229481,0.0684292379471228,0.0062208398133748,
billboard_1979_01,billboard,1979,01,skipped,27.631746031746037,0.3650905669254293,,,,,too_short
billboard_1957_04,billboard,1957,04,skipped,29.512562358276643,0.7582013122099536,,,,,too_short
billboard_1959_03,billboard,1959,03,skipped,25.611609977324264,0.7652685798381162,,,,,too_short
billboard_1956_03,billboard,1956,03,success,33.85469387755102,0.6602515532656463,0.9094650205761317,0.1765306086328976,0.0332075471698113,0.0022641509433962,
billboard_1982_01,billboard,1982,01,skipped,24.91501133786848,0.6162150939478874,,,,,too_short
billboard_1963_01,billboard,1963,01,success,39.91510204081633,0.8088005010961479,0.8452588714368819,0.1085797707287449,0.0537190082644628,0.0151515151515151,
billboard_1968_02,billboard,1968,02,skipped,14.187392290249434,0.1918992718446601,,,,,too_short
billboard_1980_03,billboard,1980,03,skipped,18.83138321995465,0.7171621154510889,,,,,too_short
billboard_1976_01,billboard,1976,01,success,33.52961451247165,0.7004241435562806,0.817174515235457,0.5485250542599845,0.0415606446140797,0.005089058524173,
billboard_1965_01,billboard,1965,01,skipped,15.232290249433106,0.4641925195708901,,,,,too_short
billboard_1981_02,billboard,1981,02,skipped,27.724625850340136,0.716889005144302,,,,,too_short
billboard_1957_05,billboard,1957,05,skipped,14.97687074829932,0.4939253037348132,,,,,too_short
billboard_1962_03,billboard,1962,03,success,33.99401360544218,0.6940096327513546,0.7459016393442623,0.066081512709207,0.0779101741521539,0.0238313473877176,
billboard_1958_03a,billboard,1958,03a,skipped,23.196734693877552,0.8119928483014716,,,,,too_short
billboard_1965_02,billboard,1965,02,skipped,25.12399092970521,0.7209773022986844,,,,,too_short
billboard_1964_01,billboard,1964,01,skipped,29.675102040816327,0.7390272835112692,,,,,too_short
billboard_1954_04,billboard,1954,04,skipped,22.66267573696145,0.582749929991599,,,,,too_short
billboard_1963_03,billboard,1963,03,skipped,18.11156462585034,0.6039215686274509,,,,,too_short
billboard_1965_04,billboard,1965,04,success,60.34866213151928,0.7657800143781452,0.8895729126587149,0.2407543944755742,0.040242319342276,0.001730852444829,
billboard_1962_04,billboard,1962,04,success,33.08843537414966,0.8540103016924209,0.8989473684210526,0.2065067991177522,0.021875,0.00234375,
billboard_1971_04,billboard,1971,04,success,49.27274376417234,0.8308927062799212,0.8473138548539114,0.1504646013433388,0.0901502504173622,0.006677796327212,
billboard_1952_05,billboard,1952,05,success,49.52816326530613,0.7324216051940876,0.906235349273324,0.1765306086328976,0.0367494824016563,0.0020703933747412,
billboard_1956_04,billboard,1956,04,success,33.57605442176871,0.8226920950801547,0.9156293222683264,0.092037570812181,0.0355253212396069,0.0022675736961451,
billboard_1969_01,billboard,1969,01,skipped,22.128616780045352,0.6514756348661633,,,,,too_short
billboard_1953_05,billboard,1953,05,skipped,29.559002267573696,0.5478373143963847,,,,,too_short
billboard_1968_01,billboard,1968,01,success,90.79002267573696,0.7743308019604674,0.8061381074168797,0.0660815127092069,0.048556013963821,0.0050777530942557,
billboard_1963_05,billboard,1963,05,success,47.25260770975057,0.8466003316749585,0.9385749385749386,0.4849868077159114,0.0235725510738606,0.001571503404924,
billboard_1961_03,billboard,1961,03,success,38.17360544217687,0.6864490603363007,0.924574209245742,0.4260623290432814,0.0283080974325213,0.0,
billboard_1967_04,billboard,1967,04,skipped,15.580589569160995,0.491711229946524,,,,,too_short
billboard_1966_05,billboard,1966,05,success,36.1534693877551,0.697359864741839,0.8240205523442518,0.040697331568881,0.0655226209048362,0.0124804992199688,
billboard_1967_05,billboard,1967,05,skipped,15.650249433106575,0.6719472872564138,,,,,too_short
billboard_1954_01,billboard,1954,01,success,36.94294784580499,0.8746420203072116,0.8680075424261471,0.2065067991177523,0.0478260869565217,0.0101449275362318,
billboard_1953_02,billboard,1953,02,success,44.6055328798186,0.8198383340183587,0.9297241020301926,0.6860828109301793,0.0313725490196078,0.0011204481792717,
billboard_1964_04,billboard,1964,04,success,72.77133786848073,0.7293963254593175,0.8305679642629228,0.092037570812181,0.0945426594926979,0.0026902382782475,
billboard_1961_04,billboard,1961,04,success,66.82702947845804,0.8706752232142857,0.8832522585128562,0.1504646013433388,0.037780401416765,0.0066902794175521,
billboard_1966_04,billboard,1966,04,skipped,19.71374149659864,0.7693167528293978,,,,,too_short
billboard_1962_01,billboard,1962,01,skipped,25.193650793650797,0.7516533945201782,,,,,too_short
billboard_1954_05,billboard,1954,05,success,56.33160997732426,0.7726185450963838,0.8491343775762572,0.3233360583906409,0.1010199125789218,0.0077707625060709,
billboard_1968_04,billboard,1968,04,success,37.05904761904762,0.7725309931745369,0.8884711779448622,0.5485250542599845,0.0564573041637261,0.0035285815102328,
billboard_1955_01,billboard,1955,01,skipped,16.788027210884355,0.303907568479813,,,,,too_short
billboard_1973_02,billboard,1973,02,skipped,19.17968253968254,0.609886609759205,,,,,too_short
billboard_1966_02,billboard,1966,02,skipped,13.931972789115646,0.5200574937932837,,,,,too_short
billboard_1985_02,billboard,1985,02,success,36.40888888888889,0.805401405845357,0.8756377551020408,0.3721358982975086,0.0634110787172011,0.0021865889212827,
billboard_1971_03a,billboard,1971,03a,success,88.00362811791383,0.7397893655278706,0.9147757255936676,0.5485250542599845,0.0885747259088286,0.0011540680900173,
billboard_1983_04,billboard,1983,04,skipped,15.719909297052157,0.4933193056286165,,,,,too_short
billboard_1982_05,billboard,1982,05,success,31.71845804988662,0.6280824829931972,0.801610541727672,0.092037570812181,0.1142595978062157,0.006398537477148,
billboard_1950_04,billboard,1950,04,skipped,24.63637188208617,0.70237615787354,,,,,too_short
billboard_1969_03,billboard,1969,03,success,41.9352380952381,0.6362414302997714,0.8438538205980066,0.1085797707287449,0.0945502298095863,0.0032829940906106,
billboard_1966_03,billboard,1966,03,success,116.42485260770977,0.8070221407048342,0.8181092939768648,0.0779752376229482,0.0831504511094854,0.0109729334308705,
billboard_1956_05,billboard,1956,05,success,32.43827664399093,0.8220858895705522,0.8647100930565498,0.2065067991177522,0.0753935376967688,0.0,
billboard_1984_04,billboard,1984,04,skipped,11.72607709750567,0.4618739262587551,,,,,too_short
billboard_1984_05,billboard,1984,05,success,31.2540589569161,0.7935441225074363,0.8298662704309064,0.1279370863012903,0.0654121863799283,0.0044802867383512,
billboard_1983_01,billboard,1983,01,success,31.509478458049887,0.672271223814774,0.8496683861459101,0.3721358982975088,0.0442708333333333,0.0043402777777777,
billboard_1967_01,billboard,1967,01,success,40.379501133786846,0.779840130063677,0.8913168487636572,0.6860828109301793,0.051646223369916,0.0045190445448676,
billboard_1984_02,billboard,1984,02,success,43.769614512471655,0.7539330375151271,0.8206896551724138,0.092037570812181,0.0769728331177231,0.0116429495472186,
billboard_1972_05,billboard,1972,05,success,44.651972789115646,0.8409615151147263,0.8554342173686947,0.040697331568881,0.077250608272506,0.0103406326034063,
billboard_1950_01,billboard,1950,01,skipped,22.84843537414966,0.592274678111588,,,,,too_short
billboard_1972_01,billboard,1972,01,skipped,15.85922902494331,0.7351165818440052,,,,,too_short
billboard_1969_04,billboard,1969,04,skipped,17.554285714285715,0.3166793796084414,,,,,too_short
billboard_1954_03,billboard,1954,03,success,70.91374149659865,0.9093423865208098,0.9256712508185986,0.3721358982975087,0.0396319886765746,0.002830856334041,
billboard_1953_01,billboard,1953,01,skipped,27.98004535147392,0.6254796623177283,,,,,too_short
billboard_1984_03,billboard,1984,03,skipped,22.84843537414966,0.6666336142786317,,,,,too_short
billboard_1983_02,billboard,1983,02,skipped,29.675102040816327,0.5461222555678408,,,,,too_short
billboard_1979_03,billboard,1979,03,skipped,27.910385487528345,0.3894602905312268,,,,,too_short
billboard_1974_02,billboard,1974,02,success,68.4756462585034,0.8288703870387039,0.8942014242115972,0.2407543944755743,0.0580424886191198,0.0022761760242792,
billboard_1983_05,billboard,1983,05,success,34.62095238095238,0.5328598399712308,0.8283031522468142,0.0779752376229481,0.1012965964343598,0.0016207455429497,
billboard_1974_01,billboard,1974,01,success,61.69541950113379,0.9063011903461832,0.9299962363567934,0.9459302094659092,0.0218623481781376,0.0024291497975708,
billboard_1980_01,billboard,1980,01,success,91.5330612244898,0.6652030735455543,0.9069000507356672,0.3233360583906408,0.0416899832120873,0.0033575825405707,
billboard_1970_05,billboard,1970,05,skipped,26.12244897959184,0.3850655903128153,,,,,too_short
billboard_1985_03,billboard,1985,03,success,68.15056689342404,0.768041754491619,0.8657580919931857,0.092037570812181,0.102755905511811,0.0047244094488188,
billboard_1979_05,billboard,1979,05,success,47.57768707482993,0.8210413206994237,0.9092240117130308,0.3721358982975087,0.0467239527389903,0.0016111707841031,
billboard_1974_04,billboard,1974,04,success,41.72625850340136,0.6949741860710147,0.899276572064552,0.2407543944755742,0.0588235294117647,0.009907120743034,
billboard_1986_02,billboard,1986,02,success,39.63646258503402,0.7561683599419449,0.8459285295840656,0.1085797707287449,0.0693000693000693,0.0013860013860013,
billboard_1987_01,billboard,1987,01,success,31.973877551020408,0.5699208443271768,0.8656499636891793,0.2796051653363589,0.0730478589420654,0.0008396305625524,
billboard_1971_02b,billboard,1971,02b,success,38.89342403628118,0.6345050878815911,0.7647761194029851,0.1085797707287449,0.12734375,0.0140625,
billboard_1985_01,billboard,1985,01,success,63.27437641723356,0.7849903288201161,0.8322935779816514,0.0779752376228512,0.0736656374062637,0.0004411116012351,
billboard_1971_05,billboard,1971,05,skipped,25.68126984126984,0.6635751244752514,,,,,too_short
billboard_1986_01,billboard,1986,01,success,47.94920634920635,0.8421007539410555,0.864406779661017,0.2796051653363589,0.0594170403587443,0.0056053811659192,
billboard_1988_04,billboard,1988,04,success,103.51455782312924,0.8010511332530384,0.8997308209959624,0.047686993082531,0.0887780548628428,0.0019950124688279,
billboard_1985_05,billboard,1985,05,skipped,16.137868480725626,0.4947970375925752,,,,,too_short
billboard_1962_02,billboard,1962,02,skipped,25.820589569161,0.7330493110949964,,,,,too_short
billboard_1971_01,billboard,1971,01,skipped,11.749297052154196,0.5251578947368422,,,,,too_short
billboard_1981_04,billboard,1981,04,success,40.63492063492063,0.7284206372694091,0.8417142857142857,0.040697331568881,0.0788043478260869,0.0054347826086956,
billboard_1968_03,billboard,1968,03,skipped,29.83764172335601,0.829924650161464,,,,,too_short
billboard_1971_03b,billboard,1971,03b,skipped,26.33142857142857,0.7029878710186372,,,,,too_short
billboard_1982_02,billboard,1982,02,success,44.93061224489796,0.6555043522785459,0.8397932816537468,0.4260623290432814,0.0646551724137931,0.0036945812807881,
billboard_1974_03,billboard,1974,03,skipped,25.07755102040817,0.2256717501815541,,,,,too_short
billboard_1987_05,billboard,1987,05,success,63.4833560090703,0.7688904311616206,0.7980980248719824,0.2796051653363589,0.0362219165520403,0.0022925263640531,
billboard_1986_03,billboard,1986,03,success,54.14893424036281,0.7730765582013092,0.8863636363636364,0.4260623290432814,0.0556631171345595,0.004840271055179,
billboard_1970_02,billboard,1970,02,skipped,24.729251700680276,0.6420579759281234,,,,,too_short
billboard_1967_03,billboard,1967,03,skipped,22.80199546485261,0.7958663388873713,,,,,too_short
billboard_1973_05,billboard,1973,05,success,61.3471201814059,0.8698169592827792,0.9140802422407268,0.5485250542599844,0.0459817729908864,0.0062137531068765,
billboard_1986_05,billboard,1986,05,skipped,28.76952380952381,0.6613577863577863,,,,,too_short
billboard_1985_04,billboard,1985,04,success,35.45687074829932,0.6642471042471042,0.8978388998035364,0.1504646013433388,0.0635036496350364,0.0065693430656934,
billboard_1987_03,billboard,1987,03,skipped,19.644081632653062,0.6857333842627961,,,,,too_short
billboard_1973_04,billboard,1973,04,success,42.70149659863946,0.7803169042121187,0.8477433387710712,0.2796051653363588,0.0706033376123234,0.0096277278562259,
billboard_1973_03,billboard,1973,03,success,63.39047619047619,0.8548645616284661,0.8996336996336997,0.5485250542599845,0.0415478615071283,0.0028513238289205,
billboard_1992_03,billboard,1992,03,success,30.55746031746032,0.5840771153159586,0.8092705167173252,0.1504646013433388,0.1588345864661654,0.0018796992481203,
billboard_1979_02,billboard,1979,02,skipped,25.51873015873016,0.4529934702226418,,,,,too_short
billboard_1970_03,billboard,1970,03,skipped,25.86702947845805,0.5943657750805424,,,,,too_short
billboard_1993_03,billboard,1993,03,skipped,20.642539682539685,0.5248488918737407,,,,,too_short
billboard_2003_02,billboard,2003,02,success,73.63047619047619,0.8386180785612872,0.8517817723115736,0.1504646013433388,0.1125925925925925,0.0014814814814814,
billboard_1994_01,billboard,1994,01,success,58.02666666666667,0.6123588685200922,0.7434973989595839,0.4849868077159112,0.0560043080236941,0.0016155088852988,
billboard_1983_03,billboard,1983,03,skipped,23.312834467120183,0.7062683643486778,,,,,too_short
billboard_1970_01,billboard,1970,01,success,69.05614512471655,0.7814034531918264,0.9421654337592468,0.7571601330199094,0.0189218136379864,0.0003570153516601,
billboard_1988_03,billboard,1988,03,skipped,24.7524716553288,0.6104260651629073,,,,,too_short
billboard_1988_02,billboard,1988,02,skipped,17.716825396825396,0.4762021289612138,,,,,too_short
billboard_1989_05,billboard,1989,05,skipped,17.484625850340137,0.4643874643874643,,,,,too_short
billboard_1992_05,billboard,1992,05,skipped,26.33142857142857,0.7640317367029092,,,,,too_short
billboard_1988_05,billboard,1988,05,success,44.90739229024943,0.4598757271285034,0.3009307135470527,0.040697331568881,0.0688468158347676,0.0103270223752151,
billboard_1991_02,billboard,1991,02,success,42.42285714285715,0.6335674957281184,0.8752052545155994,0.3721358982975086,0.0657071339173967,0.0037546933667083,
billboard_1982_04,billboard,1982,04,success,35.5265306122449,0.5980227177114009,0.8679738562091504,0.2407543944755742,0.0738507912584777,0.0067822155237377,
billboard_1971_02a,billboard,1971,02a,skipped,15.534149659863946,0.615638692281766,,,,,too_short
billboard_1987_02,billboard,1987,02,skipped,27.98004535147392,0.6978233034571063,,,,,too_short
billboard_1990_04,billboard,1990,04,success,34.0172335600907,0.6270265455193301,0.8191126279863481,0.108579770728745,0.0900750625521267,0.0091743119266055,
billboard_1992_01,billboard,1992,01,success,36.40888888888889,0.7126048887267421,0.8271683673469388,0.2065067991177522,0.0493827160493827,0.007716049382716,
billboard_1993_04,billboard,1993,04,success,39.05596371882086,0.7295306859205776,0.8531510107015458,0.3233360583906408,0.0711297071129707,0.00836820083682,
billboard_1990_02,billboard,1990,02,success,32.64725623582766,0.6554908112953832,0.7546230440967283,0.2796051653363589,0.0575471698113207,0.010377358490566,
billboard_2005_04,billboard,2005,04,success,30.02340136054422,0.6980150084725248,0.7981438515081206,0.3233047330483903,0.052376333656644,0.0077594568380213,
billboard_1994_04,billboard,1994,04,success,41.05287981859411,0.8669250645994832,0.8964932126696833,0.6159498854580681,0.0321969696969696,0.0037878787878787,
billboard_2005_05,billboard,2005,05,success,35.851609977324266,0.6175167556514825,0.7966321243523317,0.066081512709207,0.1204231082180634,0.0105777054515866,
billboard_1989_03,billboard,1989,03,skipped,27.05124716553288,0.5170389695092125,,,,,too_short
billboard_2004_03,billboard,2004,03,success,54.38113378684808,0.7709602392291505,0.8484201537147738,0.5485250542599844,0.0594159113796576,0.0025176233635448,
billboard_1991_05,billboard,1991,05,skipped,18.506303854875284,0.6888568896765618,,,,,too_short
billboard_1993_05,billboard,1993,05,skipped,20.96761904761905,0.6096150526497497,,,,,too_short
billboard_1990_03,billboard,1990,03,success,43.119455782312926,0.7099111210695347,0.9326871297792138,0.2796051653363589,0.0450606585788561,0.0017331022530329,
billboard_1979_04,billboard,1979,04,success,30.696780045351478,0.4962229190421893,0.7995461422087746,0.1279370863012903,0.0880681818181818,0.002840909090909,
billboard_2005_01,billboard,2005,01,success,134.42031746031745,0.8289835164835165,0.8797719813439281,0.1279370863012903,0.1036920659858601,0.0017674783974862,
billboard_1986_04,billboard,1986,04,success,42.70149659863946,0.7797760434340006,0.89015769439913,0.4849868077159112,0.0470660146699266,0.0036674816625916,
billboard_1989_04,billboard,1989,04,success,50.45696145124717,0.7326007326007326,0.8467556373676944,0.2065067991177522,0.1022294725394236,0.0043501903208265,
billboard_1999_02,billboard,1999,02,success,74.93079365079365,0.7838423218540178,0.8590021691973969,0.1765306086328976,0.0747022735474557,0.002526163839769,
billboard_1988_01,billboard,1988,01,success,37.45378684807256,0.4804370447450572,0.7997520148791073,0.0779752376229481,0.1140418929402637,0.0007757951900698,
billboard_2007_03,billboard,2007,03,success,36.501768707483,0.711632730015083,0.8002544529262087,0.2407543944755742,0.1280827366746221,0.0095465393794749,
billboard_2006_01,billboard,2006,01,success,36.80362811791383,0.7856780606552388,0.8378548895899054,0.2065067991177522,0.0934438583270535,0.0037678975131876,
billboard_1994_05,billboard,1994,05,success,79.2497052154195,0.859233827249729,0.8710811602695576,0.1765306086328975,0.0652759084791386,0.0067294751009421,
billboard_1992_02,billboard,1992,02,skipped,11.029478458049889,0.3536316300414791,,,,,too_short
billboard_1995_02,billboard,1995,02,success,44.95383219954648,0.7033691626772649,0.8460743801652892,0.2236305967966632,0.1307269395235186,0.0012217470983506,
billboard_1995_03,billboard,1995,03,skipped,22.0821768707483,0.5147427583225248,,,,,too_short
billboard_1990_01,billboard,1990,01,skipped,18.854603174603174,0.5407355882097209,,,,,too_short
billboard_2006_05,billboard,2006,05,success,34.94603174603175,0.7105767184507342,0.7767441860465116,0.1279370863012903,0.1232876712328767,0.0042808219178082,
billboard_1989_02,billboard,1989,02,success,39.54358276643991,0.5288378314580219,0.7480916030534351,0.047686993082531,0.0714846818538884,0.002356637863315,
