year,position,artist,title,signal_length,alpha,intercept,r_squared,log_n,log_fn
1962,1,Acker Bilk,Stranger on the Shore,14266,1.2495296751008882,-7.059670595109619,0.993067159104728,"[1.3862943611198906, 1.6094379124341003, 1.791759469228055, 2.0794415416798357, 2.1972245773362196, 2.3978952727983707, 2.6390573296152584, 2.833213344056216, 2.995732273553991, 3.1780538303479458, 3.367295829986474, 3.5553480614894135, 3.7376696182833684, 3.9318256327243257, 4.110873864173311, 4.290459441148391, 4.477336814478207, 4.663439094112067, 4.844187086458591, 5.030437921392435, 5.214935757608986, 5.393627546352362, 5.575949103146316, 5.75890177387728, 5.942799375126701, 6.124683390894205, 6.3080984415095305, 6.490723534502507, 6.673297967767654, 6.855408798609928, 7.037905963447182, 7.220373836723949]","[-5.820553279278387, -5.380952455289975, -5.041589671227885, -4.555340442145391, -4.367739361339849, -4.0559860449829355, -3.703826216409154, -3.4252375477284387, -3.183163159127483, -2.949803138505999, -2.6934996182349926, -2.431532601494166, -2.215645949905148, -1.9571149079126329, -1.7652251753643886, -1.5376374645474196, -1.3438924549799038, -1.1216082193706216, -0.9204987320882844, -0.670847474479024, -0.5128474052871185, -0.2724855380194303, -0.013997983104430935, 0.18134206324999097, 0.4461273305883778, 0.6350285337918513, 0.8500092044985217, 1.06305218357095, 1.1164469573578255, 1.329180642554092, 1.4641114487298486, 1.522667563879221]"
1962,2,Ray Charles,I Can't Stop Loving You,14266,1.1107885374294577,-6.310193095919379,0.9712822472410663,"[1.3862943611198906, 1.6094379124341003, 1.791759469228055, 2.0794415416798357, 2.1972245773362196, 2.3978952727983707, 2.6390573296152584, 2.833213344056216, 2.995732273553991, 3.1780538303479458, 3.367295829986474, 3.5553480614894135, 3.7376696182833684, 3.9318256327243257, 4.110873864173311, 4.290459441148391, 4.477336814478207, 4.663439094112067, 4.844187086458591, 5.030437921392435, 5.214935757608986, 5.393627546352362, 5.575949103146316, 5.75890177387728, 5.942799375126701, 6.124683390894205, 6.3080984415095305, 6.490723534502507, 6.673297967767654, 6.855408798609928, 7.037905963447182, 7.220373836723949]","[-5.518091471816903, -5.083530389215569, -4.750000762165162, -4.250987051232638, -4.060769781531505, -3.7434059448619097, -3.3737793237954907, -3.079921959068498, -2.8443336476295693, -2.5760462992866606, -2.306351172401414, -2.045903261315572, -1.8129099880925927, -1.5448566516635422, -1.3272987076144138, -1.1194275541902814, -0.8915276451518617, -0.7259473842887094, -0.5445305841381953, -0.46042606247936013, -0.33608358589786813, -0.2016878275912235, -0.07482301663191854, 0.07997704384311516, 0.2543829882130531, 0.3958653047793181, 0.5182384715330273, 0.7124305653830184, 0.7910766896454133, 0.9551363940367382, 1.0325026360041458, 1.1992149124436806]"
1962,3,Dee Dee Sharp,Mashed Potato Time,14266,1.1086334999613925,-6.122799269758476,0.985771279456013,"[1.3862943611198906, 1.6094379124341003, 1.791759469228055, 2.0794415416798357, 2.1972245773362196, 2.3978952727983707, 2.6390573296152584, 2.833213344056216, 2.995732273553991, 3.1780538303479458, 3.367295829986474, 3.5553480614894135, 3.7376696182833684, 3.9318256327243257, 4.110873864173311, 4.290459441148391, 4.477336814478207, 4.663439094112067, 4.844187086458591, 5.030437921392435, 5.214935757608986, 5.393627546352362, 5.575949103146316, 5.75890177387728, 5.942799375126701, 6.124683390894205, 6.3080984415095305, 6.490723534502507, 6.673297967767654, 6.855408798609928, 7.037905963447182, 7.220373836723949]","[-5.243438678988421, -4.811345523858803, -4.468015721215585, -3.9604973111090547, -3.76535564672756, -3.443209654357454, -3.0661708445595863, -2.7940172207863934, -2.5783181828552393, -2.370876030518543, -2.147969907995018, -1.9565652974367052, -1.753177879440661, -1.544387849822017, -1.3532106960996049, -1.1688287161524153, -0.962501886686243, -0.7522622094385673, -0.5562785671424803, -0.37177246853179646, -0.21155809417647492, -0.07506557349436935, 0.06420409534071203, 0.26789058066347343, 0.370878948268965, 0.5682213222017721, 0.6965246667463374, 0.8718199841280703, 1.06294553535599, 1.2357190616018903, 1.4713448425094446, 1.7069740614536095]"
1962,4,Bobby Vinton,Roses Are Red (My Love),14266,1.1311574504010362,-6.302722022612155,0.9851296749132634,"[1.3862943611198906, 1.6094379124341003, 1.791759469228055, 2.0794415416798357, 2.1972245773362196, 2.3978952727983707, 2.6390573296152584, 2.833213344056216, 2.995732273553991, 3.1780538303479458, 3.367295829986474, 3.5553480614894135, 3.7376696182833684, 3.9318256327243257, 4.110873864173311, 4.290459441148391, 4.477336814478207, 4.663439094112067, 4.844187086458591, 5.030437921392435, 5.214935757608986, 5.393627546352362, 5.575949103146316, 5.75890177387728, 5.942799375126701, 6.124683390894205, 6.3080984415095305, 6.490723534502507, 6.673297967767654, 6.855408798609928, 7.037905963447182, 7.220373836723949]","[-5.382949845893528, -4.956025668757369, -4.612718676979465, -4.110736843001733, -3.9102473877855766, -3.581761318576416, -3.218339339863652, -2.9342296494651032, -2.7247675092213095, -2.4982241121454845, -2.275733331226266, -2.069731310268999, -1.8526959372672267, -1.6333223745033525, -1.4313492271379018, -1.2087545896845688, -1.0083036884044105, -0.7894844940580898, -0.5942358406800388, -0.3933497924275806, -0.22606071826168006, -0.08158897291470364, 0.06793245439670445, 0.20141348132951326, 0.3516568269286789, 0.5277591707646628, 0.6893536340703652, 0.8574542270326166, 1.0116627121231314, 1.1785197809313035, 1.3467646595260645, 1.6131689284857635]"
1962,5,David Rose,The Stripper,14266,1.1293875631236288,-6.594923486702732,0.9671966262039076,"[1.3862943611198906, 1.6094379124341003, 1.791759469228055, 2.0794415416798357, 2.1972245773362196, 2.3978952727983707, 2.6390573296152584, 2.833213344056216, 2.995732273553991, 3.1780538303479458, 3.367295829986474, 3.5553480614894135, 3.7376696182833684, 3.9318256327243257, 4.110873864173311, 4.290459441148391, 4.477336814478207, 4.663439094112067, 4.844187086458591, 5.030437921392435, 5.214935757608986, 5.393627546352362, 5.575949103146316, 5.75890177387728, 5.942799375126701, 6.124683390894205, 6.3080984415095305, 6.490723534502507, 6.673297967767654, 6.855408798609928, 7.037905963447182, 7.220373836723949]","[-5.767916715690765, -5.353229777432132, -5.028393194432641, -4.545661672844951, -4.357537597673468, -4.037931271320313, -3.6552760640958932, -3.349946968475507, -3.0935942374004313, -2.8092629829220948, -2.5096768354027312, -2.2272334494729673, -1.9666727312277432, -1.6865170029682026, -1.4478699119966125, -1.2228048862157954, -1.0363541369800384, -0.8671553893179518, -0.7447737196571108, -0.633905868424436, -0.48453791352819814, -0.353070798792186, -0.2530454695727865, -0.10358650935220692, 0.04454360876005839, 0.16449431169655301, 0.3052892714947924, 0.46270622846198906, 0.6337307337361415, 0.7484174869432845, 0.8562117328179586, 1.0739126472256826]"
1963,1,The Beach Boys,Surfin' USA,14266,0.9872673563956922,-6.173731629371539,0.9716134069235134,"[1.3862943611198906, 1.6094379124341003, 1.791759469228055, 2.0794415416798357, 2.1972245773362196, 2.3978952727983707, 2.6390573296152584, 2.833213344056216, 2.995732273553991, 3.1780538303479458, 3.367295829986474, 3.5553480614894135, 3.7376696182833684, 3.9318256327243257, 4.110873864173311, 4.290459441148391, 4.477336814478207, 4.663439094112067, 4.844187086458591, 5.030437921392435, 5.214935757608986, 5.393627546352362, 5.575949103146316, 5.75890177387728, 5.942799375126701, 6.124683390894205, 6.3080984415095305, 6.490723534502507, 6.673297967767654, 6.855408798609928, 7.037905963447182, 7.220373836723949]","[-5.623347349355825, -5.167610945069001, -4.82187082997579, -4.317866293517851, -4.124210885494453, -3.8111463123110605, -3.4519110975753944, -3.1748027897835, -2.9610687699204035, -2.7177372906697106, -2.5002431231905766, -2.2965160012411396, -2.0917856826699044, -1.9240544473854553, -1.7649429371257421, -1.6095510457441, -1.4748335028313386, -1.3599480046383101, -1.2704872476932727, -1.1472433346453543, -1.0091861398286606, -0.8715663984745498, -0.6984120720079205, -0.5614618568216364, -0.3850440378724878, -0.2623502297583052, -0.03592339001946095, 0.050437236136933634, 0.1987958749953435, 0.380186706688103, 0.5221178873405884, 0.65893633085356]"
1963,2,Skeeter Davis,The End of the World,14266,1.1266530840964395,-6.154998663930251,0.984514657027855,"[1.3862943611198906, 1.6094379124341003, 1.791759469228055, 2.0794415416798357, 2.1972245773362196, 2.3978952727983707, 2.6390573296152584, 2.833213344056216, 2.995732273553991, 3.1780538303479458, 3.367295829986474, 3.5553480614894135, 3.7376696182833684, 3.9318256327243257, 4.110873864173311, 4.290459441148391, 4.477336814478207, 4.663439094112067, 4.844187086458591, 5.030437921392435, 5.214935757608986, 5.393627546352362, 5.575949103146316, 5.75890177387728, 5.942799375126701, 6.124683390894205, 6.3080984415095305, 6.490723534502507, 6.673297967767654, 6.855408798609928, 7.037905963447182, 7.220373836723949]","[-5.268360533834807, -4.8332022358437685, -4.485454236318519, -3.9745059124648847, -3.7747821014893104, -3.447124243817821, -3.067412601163375, -2.785098752692426, -2.5601568339789376, -2.348600889099303, -2.11727210788825, -1.914794432305805, -1.7018825283563928, -1.4792562868501564, -1.2789077831534426, -1.093254991213132, -0.8717855398404329, -0.6631181032256747, -0.48428765676114066, -0.2860178397371471, -0.13391839158869862, -0.01250984878991472, 0.15111986290727036, 0.3303933123768332, 0.4280775813243901, 0.6334945856664754, 0.7776396763456075, 0.9693557288906934, 1.1466903892312188, 1.3422693429656192, 1.539739412321021, 1.711825051301062]"
1963,3,The Cascades,Rhythm of the Rain,14266,1.1298803200758036,-6.185139060702656,0.9866689482790951,"[1.3862943611198906, 1.6094379124341003, 1.791759469228055, 2.0794415416798357, 2.1972245773362196, 2.3978952727983707, 2.6390573296152584, 2.833213344056216, 2.995732273553991, 3.1780538303479458, 3.367295829986474, 3.5553480614894135, 3.7376696182833684, 3.9318256327243257, 4.110873864173311, 4.290459441148391, 4.477336814478207, 4.663439094112067, 4.844187086458591, 5.030437921392435, 5.214935757608986, 5.393627546352362, 5.575949103146316, 5.75890177387728, 5.942799375126701, 6.124683390894205, 6.3080984415095305, 6.490723534502507, 6.673297967767654, 6.855408798609928, 7.037905963447182, 7.220373836723949]","[-5.269076273205567, -4.8346119906138245, -4.48858525219982, -3.9788894999737185, -3.7808296101622396, -3.4539577228349905, -3.075519052475789, -2.79781020780947, -2.5751512955739124, -2.366328751387611, -2.1420337875912843, -1.9446287445106776, -1.7381387142384517, -1.523301190230084, -1.3226136132543624, -1.1368817995720877, -0.9252451670859925, -0.7106822708712948, -0.5273416935528662, -0.33104702470397435, -0.1703476452739774, -0.04301436020701941, 0.10533484122249147, 0.3140658776973162, 0.4157534083561411, 0.6305134486715245, 0.7761053347682332, 0.9780255733054647, 1.1591001970388164, 1.362110322615485, 1.5878222202372185, 1.7425018828114944]"
1963,4,The Chiffons,He's So Fine,14266,1.1397805154447775,-6.289275643424368,0.9852979209742612,"[1.3862943611198906, 1.6094379124341003, 1.791759469228055, 2.0794415416798357, 2.1972245773362196, 2.3978952727983707, 2.6390573296152584, 2.833213344056216, 2.995732273553991, 3.1780538303479458, 3.367295829986474, 3.5553480614894135, 3.7376696182833684, 3.9318256327243257, 4.110873864173311, 4.290459441148391, 4.477336814478207, 4.663439094112067, 4.844187086458591, 5.030437921392435, 5.214935757608986, 5.393627546352362, 5.575949103146316, 5.75890177387728, 5.942799375126701, 6.124683390894205, 6.3080984415095305, 6.490723534502507, 6.673297967767654, 6.855408798609928, 7.037905963447182, 7.220373836723949]","[-5.363858981513916, -4.931576052236187, -4.5887943380692136, -4.080985312767227, -3.879976544930598, -3.5512682383206817, -3.183457050438676, -2.8950293970304553, -2.673163718352771, -2.452400390207985, -2.2237747279553455, -2.0082819490220434, -1.7953826698707678, -1.554550525053595, -1.369399937958587, -1.1529573669069184, -0.94681218822919, -0.7283962049205264, -0.5381185387858879, -0.35677991068789017, -0.1959367888814087, -0.05322056220807058, 0.09478552197374804, 0.24793632110907463, 0.4094342755693697, 0.5537947507838764, 0.7368774238364934, 0.8948558378411433, 1.0952965689329461, 1.2729630390099163, 1.515469249971955, 1.6888280121230301]"
1963,5,Bobby Vinton,Blue Velvet,14266,1.1410757820871176,-6.555318566398703,0.9788815439544262,"[1.3862943611198906, 1.6094379124341003, 1.791759469228055, 2.0794415416798357, 2.1972245773362196, 2.3978952727983707, 2.6390573296152584, 2.833213344056216, 2.995732273553991, 3.1780538303479458, 3.367295829986474, 3.5553480614894135, 3.7376696182833684, 3.9318256327243257, 4.110873864173311, 4.290459441148391, 4.477336814478207, 4.663439094112067, 4.844187086458591, 5.030437921392435, 5.214935757608986, 5.393627546352362, 5.575949103146316, 5.75890177387728, 5.942799375126701, 6.124683390894205, 6.3080984415095305, 6.490723534502507, 6.673297967767654, 6.855408798609928, 7.037905963447182, 7.220373836723949]","[-5.690871564424581, -5.243556022305102, -4.897599729174123, -4.3885525998488735, -4.1929918930265035, -3.871315633432727, -3.4970667773091937, -3.2106594008409317, -2.973898230554626, -2.726743161669235, -2.4638119875147764, -2.2035001492374198, -1.957369690059106, -1.7235382796904055, -1.5105866580638883, -1.328190065327903, -1.1166858061807494, -0.9280292498120181, -0.7606477877429374, -0.6129903246701477, -0.47232518679232804, -0.3192597007572677, -0.14633200603185556, 0.023590501759380895, 0.1972268998614813, 0.3164625136104579, 0.5523676162582352, 0.7267931419721609, 0.8541400430139828, 1.0005612093064178, 1.0983756794558008, 1.1207168513905226]"
