year,position,artist,title,signal_length,alpha,intercept,r_squared,log_n,log_fn
1971,2a,Rod Stewart,Maggie May,11856,1.0093583442008753,-6.024671091419635,0.9803160588506307,"[1.3862943611198906, 1.6094379124341003, 1.791759469228055, 2.0794415416798357, 2.1972245773362196, 2.3978952727983707, 2.6390573296152584, 2.833213344056216, 2.995732273553991, 3.1780538303479458, 3.367295829986474, 3.5553480614894135, 3.7376696182833684, 3.9318256327243257, 4.110873864173311, 4.290459441148391, 4.477336814478207, 4.663439094112067, 4.844187086458591, 5.030437921392435, 5.214935757608986, 5.393627546352362, 5.575949103146316, 5.75890177387728, 5.942799375126701, 6.124683390894205, 6.3080984415095305, 6.490723534502507, 6.673297967767654, 6.855408798609928, 7.037905963447182]","[-5.300125534861552, -4.86228790684251, -4.5323352439174975, -4.059942046440144, -3.8814898484324862, -3.58807051019704, -3.2547689084479967, -3.005628070717592, -2.8067646116304137, -2.5859687343851743, -2.3855557707759423, -2.1769731173464035, -1.9893430455923518, -1.8037864938040968, -1.645481202621324, -1.4587906547118406, -1.3018801477406827, -1.1302742913577624, -0.9536602460083835, -0.8007467905140213, -0.6355059435419341, -0.5295197730852605, -0.3806640122804443, -0.22369098490056155, -0.10474167585433, -0.02277939275571166, 0.1858484161693685, 0.3483169222347301, 0.4289112322133151, 0.6285521484653983, 0.7975753803540642]"
1971,2b,Rod Stewart,Reason to Believe,12198,1.1091800973740613,-6.516565496691048,0.9917250513922017,"[1.3862943611198906, 1.6094379124341003, 1.791759469228055, 2.0794415416798357, 2.1972245773362196, 2.3978952727983707, 2.6390573296152584, 2.833213344056216, 2.995732273553991, 3.1780538303479458, 3.367295829986474, 3.5553480614894135, 3.7376696182833684, 3.9318256327243257, 4.110873864173311, 4.290459441148391, 4.477336814478207, 4.663439094112067, 4.844187086458591, 5.030437921392435, 5.214935757608986, 5.393627546352362, 5.575949103146316, 5.75890177387728, 5.942799375126701, 6.124683390894205, 6.3080984415095305, 6.490723534502507, 6.673297967767654, 6.855408798609928, 7.037905963447182]","[-5.510173744994881, -5.078525871125247, -4.755028145121204, -4.281901413635586, -4.100748314457175, -3.8071484032797978, -3.4745187736872114, -3.224960107403518, -3.023635253689714, -2.8016555295546475, -2.5865895071847853, -2.373626902844452, -2.1965227715921363, -1.9950550166928263, -1.8061696447310105, -1.6259152271165649, -1.4220091224570517, -1.245088909037079, -1.0907692246327712, -0.883977290795629, -0.7372115163392686, -0.5174513357894602, -0.3265845443493089, -0.14473975964470823, 0.04105616919369692, 0.21365744079188353, 0.3937764144700732, 0.5231544431825408, 0.7376001638922961, 0.9158535382610127, 1.1303257175898573]"
1971,3a,Carole King,I Feel the Earth Move,12717,1.0174432946961809,-5.9826750819497825,0.9855908085332153,"[1.3862943611198906, 1.6094379124341003, 1.791759469228055, 2.0794415416798357, 2.1972245773362196, 2.3978952727983707, 2.6390573296152584, 2.833213344056216, 2.995732273553991, 3.1780538303479458, 3.367295829986474, 3.5553480614894135, 3.7376696182833684, 3.9318256327243257, 4.110873864173311, 4.290459441148391, 4.477336814478207, 4.663439094112067, 4.844187086458591, 5.030437921392435, 5.214935757608986, 5.393627546352362, 5.575949103146316, 5.75890177387728, 5.942799375126701, 6.124683390894205, 6.3080984415095305, 6.490723534502507, 6.673297967767654, 6.855408798609928, 7.037905963447182]","[-5.161142142688304, -4.753072343553591, -4.440793269180304, -3.9852848331422757, -3.8097283568328533, -3.5238075836560143, -3.195009006362403, -2.9430663720227046, -2.749783607555698, -2.520310662103487, -2.3046607814510147, -2.099593109634807, -1.9210008147948223, -1.7556258816592223, -1.6149221267347815, -1.479167373994439, -1.3032436372353406, -1.1078691954656668, -0.947084406965487, -0.780962330089199, -0.6655703211487396, -0.4344536898357578, -0.3246202276641701, -0.14781726181318716, 0.08522701102859863, 0.16272120878956092, 0.3245208874554278, 0.44043880912301514, 0.6141726918591138, 0.7562813411562123, 0.9267347125731732]"
1971,3b,Carole King,It's Too Late,12972,1.0922630116199146,-6.223819512005765,0.9793779988630334,"[1.3862943611198906, 1.6094379124341003, 1.791759469228055, 2.0794415416798357, 2.1972245773362196, 2.3978952727983707, 2.6390573296152584, 2.833213344056216, 2.995732273553991, 3.1780538303479458, 3.367295829986474, 3.5553480614894135, 3.7376696182833684, 3.9318256327243257, 4.110873864173311, 4.290459441148391, 4.477336814478207, 4.663439094112067, 4.844187086458591, 5.030437921392435, 5.214935757608986, 5.393627546352362, 5.575949103146316, 5.75890177387728, 5.942799375126701, 6.124683390894205, 6.3080984415095305, 6.490723534502507, 6.673297967767654, 6.855408798609928, 7.037905963447182]","[-5.410821088201773, -4.949391862644024, -4.603332899010181, -4.11101927723401, -3.9139060183534604, -3.6049381692622293, -3.2577985275235584, -2.9940697934613754, -2.783950867706341, -2.5504213369991495, -2.3180590364145233, -2.071593799995756, -1.8661836964746576, -1.6239319276519157, -1.441164999711955, -1.2560862688915833, -1.0717149124250909, -0.9062333980412912, -0.7400599268957877, -0.5892910928787617, -0.4153510290783561, -0.2556438897498454, -0.06306217192816063, 0.10873315762043194, 0.25835943433226216, 0.41066324620771827, 0.5451380611859626, 0.6220502973973144, 0.7636506802475933, 0.8424749568628944, 1.026098468639292]"
1971,4,The Osmonds,One Bad Apple,16365,1.049457702929209,-5.922258293463454,0.9803433215740215,"[1.3862943611198906, 1.6094379124341003, 1.791759469228055, 2.0794415416798357, 2.1972245773362196, 2.3978952727983707, 2.6390573296152584, 2.833213344056216, 2.995732273553991, 3.1780538303479458, 3.367295829986474, 3.5553480614894135, 3.7376696182833684, 3.9318256327243257, 4.110873864173311, 4.290459441148391, 4.477336814478207, 4.663439094112067, 4.844187086458591, 5.030437921392435, 5.214935757608986, 5.393627546352362, 5.575949103146316, 5.75890177387728, 5.942799375126701, 6.124683390894205, 6.3080984415095305, 6.490723534502507, 6.673297967767654, 6.855408798609928, 7.037905963447182, 7.220373836723949]","[-5.19918672607011, -4.758402250863456, -4.412418038327964, -3.909492946262864, -3.714249226961369, -3.3969068031425778, -3.030225395876133, -2.758564504637134, -2.5323745488877942, -2.314937027786191, -2.0861961999078713, -1.878253862477123, -1.688677847656156, -1.4809464609899905, -1.3370514894739896, -1.173908639591169, -1.0251287152008965, -0.8739143645775858, -0.7505804018026242, -0.5871673951950366, -0.40324942646262424, -0.2238000802017694, -0.02062373818431352, 0.15516965509991068, 0.30551144895304705, 0.44454617646397954, 0.5837061202357756, 0.7236325091284169, 0.8701981882140077, 1.0671675505238654, 1.1901688356294782, 1.3274970955727499]"
1971,5,Bee Gees,How Can You Mend a Broken Heart,12015,1.1294132863044846,-6.401705199081486,0.9843200859910487,"[1.3862943611198906, 1.6094379124341003, 1.791759469228055, 2.0794415416798357, 2.1972245773362196, 2.3978952727983707, 2.6390573296152584, 2.833213344056216, 2.995732273553991, 3.1780538303479458, 3.367295829986474, 3.5553480614894135, 3.7376696182833684, 3.9318256327243257, 4.110873864173311, 4.290459441148391, 4.477336814478207, 4.663439094112067, 4.844187086458591, 5.030437921392435, 5.214935757608986, 5.393627546352362, 5.575949103146316, 5.75890177387728, 5.942799375126701, 6.124683390894205, 6.3080984415095305, 6.490723534502507, 6.673297967767654, 6.855408798609928, 7.037905963447182]","[-5.492701040217542, -5.044192829716223, -4.705968796274259, -4.200511532040189, -4.008743153770362, -3.690252655142757, -3.3309979852028686, -3.046794858864836, -2.8049647444859294, -2.5652149663796546, -2.313010026088696, -2.1012955138637066, -1.9046600115703656, -1.6597487332755787, -1.481323012601462, -1.3175457747391255, -1.1289247252840007, -0.954850993862638, -0.8098040135823652, -0.6089029002149178, -0.48798092855758296, -0.2975829785473481, -0.13430525755718148, 0.02765142057493237, 0.2386989860808834, 0.3512744282066471, 0.5571703150294375, 0.771578382999837, 0.9719440984011116, 1.1084781212435713, 1.2503307354066435]"
1972,2,Gilbert O'Sullivan,Alone Again (Naturally),12132,1.0687805089775835,-6.0720719808318036,0.9853198614293159,"[1.3862943611198906, 1.6094379124341003, 1.791759469228055, 2.0794415416798357, 2.1972245773362196, 2.3978952727983707, 2.6390573296152584, 2.833213344056216, 2.995732273553991, 3.1780538303479458, 3.367295829986474, 3.5553480614894135, 3.7376696182833684, 3.9318256327243257, 4.110873864173311, 4.290459441148391, 4.477336814478207, 4.663439094112067, 4.844187086458591, 5.030437921392435, 5.214935757608986, 5.393627546352362, 5.575949103146316, 5.75890177387728, 5.942799375126701, 6.124683390894205, 6.3080984415095305, 6.490723534502507, 6.673297967767654, 6.855408798609928, 7.037905963447182]","[-5.191952297372579, -4.762975178069152, -4.439315290537881, -3.969561876847336, -3.7813016961248236, -3.48539230215084, -3.153911567955477, -2.907491823588642, -2.714989480999485, -2.4929703600599407, -2.2645012141960748, -2.048707834154396, -1.8497227235551112, -1.6506654994029282, -1.453150178222755, -1.2817526566888764, -1.1125243859074683, -0.9819324638572309, -0.7681281328975018, -0.5904253447168879, -0.41745600730986304, -0.21511577936792783, -0.04062766767863388, 0.13168059982550306, 0.25739907364774034, 0.49893167273558864, 0.6048570048169952, 0.6857818797731035, 0.7774834998637322, 0.9115437051001344, 1.0789354863339606]"
1972,3,Don McLean,American Pie,13542,1.224675483858348,-7.346602379075228,0.9829039064164313,"[1.3862943611198906, 1.6094379124341003, 1.791759469228055, 2.0794415416798357, 2.1972245773362196, 2.3978952727983707, 2.6390573296152584, 2.833213344056216, 2.995732273553991, 3.1780538303479458, 3.367295829986474, 3.5553480614894135, 3.7376696182833684, 3.9318256327243257, 4.110873864173311, 4.290459441148391, 4.477336814478207, 4.663439094112067, 4.844187086458591, 5.030437921392435, 5.214935757608986, 5.393627546352362, 5.575949103146316, 5.75890177387728, 5.942799375126701, 6.124683390894205, 6.3080984415095305, 6.490723534502507, 6.673297967767654, 6.855408798609928, 7.037905963447182]","[-6.315546539493953, -5.846505376210356, -5.4874447555419685, -4.96692529384352, -4.765107270266719, -4.434105618321566, -4.045369333286374, -3.7581220749845503, -3.5175260834926227, -3.2639298986537293, -2.9801873927612017, -2.729365704012903, -2.502435451036206, -2.2562991726006167, -2.069779291253161, -1.8386925640104288, -1.6065563480959284, -1.4218252271516894, -1.192684755136621, -1.0023700379910745, -0.7949009644781362, -0.5903037092242712, -0.37265339999320246, -0.19344583825729542, -0.06750524232563125, 0.12024582569045666, 0.19693626942260223, 0.39111863146535486, 0.4563364109208265, 0.6234108882893449, 0.7481801342899679]"
1972,4,Harry Nilsson,Without You,17124,1.1442872711491763,-6.942716124085465,0.9890676903196752,"[1.3862943611198906, 1.6094379124341003, 1.791759469228055, 2.0794415416798357, 2.1972245773362196, 2.3978952727983707, 2.6390573296152584, 2.833213344056216, 2.995732273553991, 3.1780538303479458, 3.367295829986474, 3.5553480614894135, 3.7376696182833684, 3.9318256327243257, 4.110873864173311, 4.290459441148391, 4.477336814478207, 4.663439094112067, 4.844187086458591, 5.030437921392435, 5.214935757608986, 5.393627546352362, 5.575949103146316, 5.75890177387728, 5.942799375126701, 6.124683390894205, 6.3080984415095305, 6.490723534502507, 6.673297967767654, 6.855408798609928, 7.037905963447182, 7.220373836723949, 7.402451520818244]","[-5.919739564828109, -5.496723054958931, -5.182529527159916, -4.6972850768531345, -4.513002321247069, -4.218165904037343, -3.875028929229277, -3.5899277083510883, -3.3876105584340683, -3.15446980292038, -2.9115977178848493, -2.6848429326821144, -2.473517824219674, -2.2633808343738404, -2.0626177550686617, -1.854056849774765, -1.6381090507964315, -1.427993890744754, -1.2171593413299377, -1.0212749468253768, -0.8399764751114581, -0.6131417537394558, -0.4128221402074168, -0.21146837450179873, -0.09350952470019823, 0.10231508478353175, 0.2679864284707112, 0.4295808123779023, 0.5510434936697789, 0.7403886771411183, 0.8746026396549039, 0.9515951632149953, 1.0759341766298263]"
1972,5,Sammy Davis Jr.,The Candy Man,11226,1.0286780271790383,-5.901324169073251,0.9753868540296559,"[1.3862943611198906, 1.6094379124341003, 1.791759469228055, 2.0794415416798357, 2.1972245773362196, 2.3978952727983707, 2.6390573296152584, 2.833213344056216, 2.995732273553991, 3.1780538303479458, 3.367295829986474, 3.5553480614894135, 3.7376696182833684, 3.9318256327243257, 4.110873864173311, 4.290459441148391, 4.477336814478207, 4.663439094112067, 4.844187086458591, 5.030437921392435, 5.214935757608986, 5.393627546352362, 5.575949103146316, 5.75890177387728, 5.942799375126701, 6.124683390894205, 6.3080984415095305, 6.490723534502507, 6.673297967767654, 6.855408798609928]","[-5.185154851810977, -4.738680470767101, -4.408430893460681, -3.9096084562369215, -3.7231062404771067, -3.415402033369434, -3.0641922768050107, -2.8007073909917315, -2.5984520941554243, -2.3966914696543147, -2.158005504912309, -1.9710636075544705, -1.7706554803828156, -1.5574413391979458, -1.3770240509021268, -1.189668713902149, -1.028476947415735, -0.8827108302180005, -0.7435654974468999, -0.59251869904898, -0.5020359927777288, -0.3458391272861227, -0.2483651488362331, -0.11243264953491368, 0.06196190535176362, 0.23765934442418638, 0.37760851138303736, 0.5900023219088816, 0.6750567026362517, 0.791438503134248]"
1973,1,Tony Orlando and Dawn,Tie a Yellow Ribbon Round the Ole Oak Tree,8751,1.0975567550565517,-6.039085858222989,0.975184470551026,"[1.3862943611198906, 1.6094379124341003, 1.791759469228055, 2.0794415416798357, 2.1972245773362196, 2.3978952727983707, 2.6390573296152584, 2.833213344056216, 2.995732273553991, 3.1780538303479458, 3.367295829986474, 3.5553480614894135, 3.7376696182833684, 3.9318256327243257, 4.110873864173311, 4.290459441148391, 4.477336814478207, 4.663439094112067, 4.844187086458591, 5.030437921392435, 5.214935757608986, 5.393627546352362, 5.575949103146316, 5.75890177387728, 5.942799375126701, 6.124683390894205, 6.3080984415095305, 6.490723534502507, 6.673297967767654]","[-5.148618158951808, -4.722008258966553, -4.3913047992047956, -3.918682088404729, -3.7337608360461165, -3.4281525359839553, -3.0764717068670926, -2.80381190545076, -2.5926164430501197, -2.3511335100408033, -2.1008348548055062, -1.8746763661394625, -1.622835417494336, -1.3972871610385864, -1.1913872294211192, -0.973615307274112, -0.7846996029909029, -0.6153159844468754, -0.46696866362233536, -0.3719690963739494, -0.2669911193908756, -0.18144709964225805, -0.03156109527618815, 0.08923024372719428, 0.25295694552079984, 0.4367295632541101, 0.6108721614848355, 0.7827062078210308, 0.9103955638293537]"
1973,2,Jim Croce,"Bad, Bad Leroy Brown",13362,0.9666841070283985,-5.618444167755578,0.9719236087288319,"[1.3862943611198906, 1.6094379124341003, 1.791759469228055, 2.0794415416798357, 2.1972245773362196, 2.3978952727983707, 2.6390573296152584, 2.833213344056216, 2.995732273553991, 3.1780538303479458, 3.367295829986474, 3.5553480614894135, 3.7376696182833684, 3.9318256327243257, 4.110873864173311, 4.290459441148391, 4.477336814478207, 4.663439094112067, 4.844187086458591, 5.030437921392435, 5.214935757608986, 5.393627546352362, 5.575949103146316, 5.75890177387728, 5.942799375126701, 6.124683390894205, 6.3080984415095305, 6.490723534502507, 6.673297967767654, 6.855408798609928, 7.037905963447182]","[-5.054956142126863, -4.60082936775159, -4.256537075803688, -3.765239273784543, -3.5795054412037786, -3.2798708204470675, -2.9393920027836056, -2.683537095183287, -2.4777859016346913, -2.2645366605078188, -2.062027418852459, -1.8628525198450874, -1.6779654001166664, -1.4831098866628774, -1.342766321789663, -1.2053614464856954, -1.0758994641284416, -0.9703819997935754, -0.8375135421975147, -0.6773752960208862, -0.5285774875276337, -0.3953738475290196, -0.21635008656976878, -0.09844728364277981, 0.07125165382613387, 0.27431630450499334, 0.41535246741473353, 0.4922934675133659, 0.5750133537946489, 0.6634577038504438, 0.7519194606849909]"
1973,3,Roberta Flack,Killing Me Softly with His Song,15498,1.216194533830421,-7.151212787960719,0.9879164143687116,"[1.3862943611198906, 1.6094379124341003, 1.791759469228055, 2.0794415416798357, 2.1972245773362196, 2.3978952727983707, 2.6390573296152584, 2.833213344056216, 2.995732273553991, 3.1780538303479458, 3.367295829986474, 3.5553480614894135, 3.7376696182833684, 3.9318256327243257, 4.110873864173311, 4.290459441148391, 4.477336814478207, 4.663439094112067, 4.844187086458591, 5.030437921392435, 5.214935757608986, 5.393627546352362, 5.575949103146316, 5.75890177387728, 5.942799375126701, 6.124683390894205, 6.3080984415095305, 6.490723534502507, 6.673297967767654, 6.855408798609928, 7.037905963447182, 7.220373836723949]","[-6.122725091441504, -5.6506537841728415, -5.300581385741352, -4.7714378194573674, -4.567330549282984, -4.234530531817698, -3.8518132664696196, -3.5611629028477143, -3.3174859682096405, -3.058835546691235, -2.7861047785259765, -2.549467028391122, -2.2902662585242997, -2.0741518504116185, -1.8725776204380837, -1.71460825688534, -1.514788867370765, -1.2919453464524266, -1.173061778973398, -0.9492417906647921, -0.762806926197677, -0.5805127815863035, -0.3790981176718498, -0.1779763018887024, 0.05306566744558967, 0.20734723513520664, 0.42588139686701226, 0.6496016778307178, 0.8428718354464625, 1.052394139359109, 1.096765328819879, 1.3054526329405973]"
1973,5,Paul McCartney and Wings,My Love,17565,1.064373896033918,-6.664529478558567,0.9939367281943847,"[1.3862943611198906, 1.6094379124341003, 1.791759469228055, 2.0794415416798357, 2.1972245773362196, 2.3978952727983707, 2.6390573296152584, 2.833213344056216, 2.995732273553991, 3.1780538303479458, 3.367295829986474, 3.5553480614894135, 3.7376696182833684, 3.9318256327243257, 4.110873864173311, 4.290459441148391, 4.477336814478207, 4.663439094112067, 4.844187086458591, 5.030437921392435, 5.214935757608986, 5.393627546352362, 5.575949103146316, 5.75890177387728, 5.942799375126701, 6.124683390894205, 6.3080984415095305, 6.490723534502507, 6.673297967767654, 6.855408798609928, 7.037905963447182, 7.220373836723949, 7.402451520818244]","[-5.651332754033748, -5.239181429426739, -4.933921506563875, -4.494483868531501, -4.323302627897602, -4.051865722632751, -3.7419561282592553, -3.5138005476915377, -3.3026697463943058, -3.079453109719706, -2.8541719374853645, -2.6632093465715214, -2.476286352507879, -2.3132648747826114, -2.1678131324436385, -2.0060335239574503, -1.86513168316181, -1.7070018036134653, -1.5450952657632284, -1.3802492695733957, -1.1607213703915975, -1.0610796953076334, -0.8262061632454758, -0.6539786500817386, -0.4127813524195814, -0.22756435221875734, -0.018397367775815285, 0.22507453704047206, 0.44638094355927715, 0.6662885072239174, 0.887602409930812, 0.9147168624973583, 1.1879969363024696]"
1974,1,Barbara Streisand,The Way We Were,17439,1.1245542804116124,-6.627221844020678,0.9897413228743724,"[1.3862943611198906, 1.6094379124341003, 1.791759469228055, 2.0794415416798357, 2.1972245773362196, 2.3978952727983707, 2.6390573296152584, 2.833213344056216, 2.995732273553991, 3.1780538303479458, 3.367295829986474, 3.5553480614894135, 3.7376696182833684, 3.9318256327243257, 4.110873864173311, 4.290459441148391, 4.477336814478207, 4.663439094112067, 4.844187086458591, 5.030437921392435, 5.214935757608986, 5.393627546352362, 5.575949103146316, 5.75890177387728, 5.942799375126701, 6.124683390894205, 6.3080984415095305, 6.490723534502507, 6.673297967767654, 6.855408798609928, 7.037905963447182, 7.220373836723949, 7.402451520818244]","[-5.632462144963439, -5.216257906474519, -4.8972826429047585, -4.420646266284667, -4.242072449113389, -3.950670693437745, -3.6139283774259274, -3.343446058260218, -3.1364196867183054, -2.8880352504306845, -2.648040697968693, -2.410264997232429, -2.1900335622364153, -1.9580947633590096, -1.7274791983562587, -1.5656277047069231, -1.38301691706787, -1.195500948085719, -0.9960588806018175, -0.8325330355562913, -0.6591445267779148, -0.505581749486246, -0.27343206580160767, -0.10454676105033203, -0.017482313667084567, 0.19373562776820685, 0.353507227096627, 0.4882929162532313, 0.7261642493441525, 0.8691108045252313, 1.0723984316105832, 1.3247482936995398, 1.5218664721458341]"
1974,2,Terry Jacks,Seasons in the Sun,10908,1.1061777912158668,-6.013380286973626,0.9904355515588371,"[1.3862943611198906, 1.6094379124341003, 1.791759469228055, 2.0794415416798357, 2.1972245773362196, 2.3978952727983707, 2.6390573296152584, 2.833213344056216, 2.995732273553991, 3.1780538303479458, 3.367295829986474, 3.5553480614894135, 3.7376696182833684, 3.9318256327243257, 4.110873864173311, 4.290459441148391, 4.477336814478207, 4.663439094112067, 4.844187086458591, 5.030437921392435, 5.214935757608986, 5.393627546352362, 5.575949103146316, 5.75890177387728, 5.942799375126701, 6.124683390894205, 6.3080984415095305, 6.490723534502507, 6.673297967767654, 6.855408798609928]","[-5.03200232029456, -4.5801885941109735, -4.246100346450127, -3.764693086871109, -3.579463261050932, -3.286237166787963, -2.942076408850933, -2.6942119970740572, -2.4775185570939913, -2.275114971142657, -2.048010924922019, -1.8371866865101183, -1.6817389001943441, -1.4768270263355658, -1.319099968597365, -1.1891579054877492, -1.0281795693695441, -0.8698801736549756, -0.691191151819183, -0.48551991910490666, -0.30462100514225204, -0.13881043311939306, 0.09550891386144897, 0.2752039989056466, 0.5112381239925755, 0.6920383944969967, 0.9198237371398953, 1.1096542287191946, 1.3142572881936647, 1.4046842653515101]"
1974,3,Love Unlimited Orchestra,Love's Theme,13500,0.8016227209458403,-5.098603327477449,0.9428480030566129,"[1.3862943611198906, 1.6094379124341003, 1.791759469228055, 2.0794415416798357, 2.1972245773362196, 2.3978952727983707, 2.6390573296152584, 2.833213344056216, 2.995732273553991, 3.1780538303479458, 3.367295829986474, 3.5553480614894135, 3.7376696182833684, 3.9318256327243257, 4.110873864173311, 4.290459441148391, 4.477336814478207, 4.663439094112067, 4.844187086458591, 5.030437921392435, 5.214935757608986, 5.393627546352362, 5.575949103146316, 5.75890177387728, 5.942799375126701, 6.124683390894205, 6.3080984415095305, 6.490723534502507, 6.673297967767654, 6.855408798609928, 7.037905963447182]","[-4.8824750216874415, -4.445907908288845, -4.114625902834195, -3.641593420841725, -3.459541755515404, -3.1670695940373643, -2.840764258632446, -2.599758826999556, -2.4201551560599164, -2.2234437241612572, -2.0514411081064536, -1.904449906636989, -1.7631462430537503, -1.6009971317903644, -1.4738871153172661, -1.332425443778098, -1.209865979463942, -1.09988812873379, -0.9866701951492717, -0.8625449638978009, -0.7523652737539817, -0.6701860472264021, -0.5933361177339285, -0.5225736777856022, -0.44799625803973314, -0.3311783388045253, -0.284816606070255, -0.14697624069239545, -0.13387099568871486, -0.02736960771472808, 0.1442694174220099]"
1974,4,Redbone,Come and Get Your Love,14484,0.9123712573275975,-5.380144077709781,0.9751697049262645,"[1.3862943611198906, 1.6094379124341003, 1.791759469228055, 2.0794415416798357, 2.1972245773362196, 2.3978952727983707, 2.6390573296152584, 2.833213344056216, 2.995732273553991, 3.1780538303479458, 3.367295829986474, 3.5553480614894135, 3.7376696182833684, 3.9318256327243257, 4.110873864173311, 4.290459441148391, 4.477336814478207, 4.663439094112067, 4.844187086458591, 5.030437921392435, 5.214935757608986, 5.393627546352362, 5.575949103146316, 5.75890177387728, 5.942799375126701, 6.124683390894205, 6.3080984415095305, 6.490723534502507, 6.673297967767654, 6.855408798609928, 7.037905963447182, 7.220373836723949]","[-4.876015143398598, -4.434550363739513, -4.100519084548635, -3.628422081374243, -3.443709502062393, -3.151336648995165, -2.835313603574379, -2.585522360829176, -2.392913140270531, -2.197320178632667, -1.9994127643801802, -1.8124426593670169, -1.6458770026029539, -1.485102818734182, -1.3692957885840682, -1.2566773800241484, -1.1333107360078396, -0.9855617552405923, -0.8917077163441732, -0.7527611448910115, -0.6107458416411361, -0.4670614511533165, -0.32952754695809783, -0.17946131101625462, 0.009826244996332901, 0.16538690650669569, 0.3074260229120587, 0.4136869960762156, 0.5748998181699326, 0.6875161081076404, 0.7948044425623366, 0.9171648836226445]"
1974,5,The Jackson 5,Dancing Machine,14793,0.9506390991838448,-5.344528534430398,0.9583615252611414,"[1.3862943611198906, 1.6094379124341003, 1.791759469228055, 2.0794415416798357, 2.1972245773362196, 2.3978952727983707, 2.6390573296152584, 2.833213344056216, 2.995732273553991, 3.1780538303479458, 3.367295829986474, 3.5553480614894135, 3.7376696182833684, 3.9318256327243257, 4.110873864173311, 4.290459441148391, 4.477336814478207, 4.663439094112067, 4.844187086458591, 5.030437921392435, 5.214935757608986, 5.393627546352362, 5.575949103146316, 5.75890177387728, 5.942799375126701, 6.124683390894205, 6.3080984415095305, 6.490723534502507, 6.673297967767654, 6.855408798609928, 7.037905963447182, 7.220373836723949]","[-4.895302382836383, -4.4560496038572674, -4.1192570408082085, -3.6212603111598294, -3.4288055065941943, -3.1144962409926156, -2.753684160266564, -2.483957911361652, -2.271528271363695, -2.0503845408176185, -1.8205020685788966, -1.6128830842472135, -1.408575832788137, -1.1934835370733232, -1.0270585870453117, -0.8620127061294603, -0.6948985531432141, -0.5694095331263599, -0.4608573044909746, -0.3382171166589565, -0.21302355451374277, -0.07065463373052155, 0.03385812442600476, 0.13696831710121252, 0.2532483508326036, 0.3409221038411609, 0.42019359034066667, 0.5419610419405242, 0.6390117679130264, 0.8030638139626491, 0.9829885595563372, 1.1064689420433724]"
1975,1,Captain & Tennille,Love Will Keep Us Together,11523,1.0199383427564064,-5.809766731565026,0.9812924780036661,"[1.3862943611198906, 1.6094379124341003, 1.791759469228055, 2.0794415416798357, 2.1972245773362196, 2.3978952727983707, 2.6390573296152584, 2.833213344056216, 2.995732273553991, 3.1780538303479458, 3.367295829986474, 3.5553480614894135, 3.7376696182833684, 3.9318256327243257, 4.110873864173311, 4.290459441148391, 4.477336814478207, 4.663439094112067, 4.844187086458591, 5.030437921392435, 5.214935757608986, 5.393627546352362, 5.575949103146316, 5.75890177387728, 5.942799375126701, 6.124683390894205, 6.3080984415095305, 6.490723534502507, 6.673297967767654, 6.855408798609928, 7.037905963447182]","[-5.062273599963531, -4.6285779576410615, -4.301728456365767, -3.8196430679561724, -3.635568085821977, -3.340468955006936, -3.0024831447614746, -2.7645292672508455, -2.5482140085460117, -2.3280919347150926, -2.1049765980521955, -1.9273988143982257, -1.698708535866673, -1.5241876054370322, -1.351414231326537, -1.1909158658260341, -1.0241493465405356, -0.8766280278567798, -0.7340420349244124, -0.5877025343960687, -0.4490023633135053, -0.2979138459610636, -0.16250748022297135, -0.0036286477642127985, 0.11221624615257825, 0.2617552904459421, 0.4235474334088613, 0.5519483605360823, 0.8194476005255297, 0.9990546609172822, 1.229028194664185]"
1975,2,Glen Campbell,Rhinestone Cowboy,12948,0.962663696435146,-5.72159685263531,0.972505778805058,"[1.3862943611198906, 1.6094379124341003, 1.791759469228055, 2.0794415416798357, 2.1972245773362196, 2.3978952727983707, 2.6390573296152584, 2.833213344056216, 2.995732273553991, 3.1780538303479458, 3.367295829986474, 3.5553480614894135, 3.7376696182833684, 3.9318256327243257, 4.110873864173311, 4.290459441148391, 4.477336814478207, 4.663439094112067, 4.844187086458591, 5.030437921392435, 5.214935757608986, 5.393627546352362, 5.575949103146316, 5.75890177387728, 5.942799375126701, 6.124683390894205, 6.3080984415095305, 6.490723534502507, 6.673297967767654, 6.855408798609928, 7.037905963447182]","[-5.107425969040654, -4.684685182380492, -4.363438569399591, -3.8917057682593046, -3.707862419407946, -3.413943654107521, -3.089007174989449, -2.8278274120873035, -2.62663790048591, -2.4231329767257135, -2.2028192065376637, -2.0041464494669876, -1.8089116069789615, -1.6448667133130506, -1.494897126373573, -1.3308706590942452, -1.1689796010030995, -0.9911346303005766, -0.8390899708949462, -0.6687409930802101, -0.5640495645923941, -0.4483728877224973, -0.3333663380805, -0.236002316500071, -0.0856753562242396, 0.013514081165244328, 0.1542750514259831, 0.2727076392443413, 0.3972986441388056, 0.6018956392183361, 0.694901262906092]"
